2Theta	Intensidade
58,22354163	65
58,26293247	37
58,30232332	43
58,34171417	50
58,38110501	50
58,42049586	59
58,45988671	49
58,49927755	52
58,5386684	51
58,57805925	49
58,61745009	48
58,65684094	54
58,69623179	65
58,73562263	43
58,77501348	45
58,81440433	54
58,85379517	49
58,89318602	53
58,93257687	65
58,97196771	49
59,01135856	63
59,05074941	49
59,09014025	38
59,1295311	57
59,16892195	41
59,20831279	57
59,24770364	46
59,28709449	69
59,32648533	53
59,36587618	51
59,40526703	52
59,44465787	48
59,48404872	65
59,52343957	48
59,56283041	63
59,60222126	48
59,64161211	53
59,68100295	47
59,7203938	47
59,75978465	51
59,79917549	57
59,83856634	39
59,87795719	47
59,91734803	55
59,95673888	48
59,99612973	42
60,03552057	64
60,07491142	69
60,11430227	29
60,15369311	32
60,19308396	54
60,23247481	60
60,27186565	45
60,3112565	51
60,35064735	46
60,39003819	51
60,42942904	46
60,46881989	48
60,50821073	49
60,54760158	46
60,58699243	45
60,62638327	45
60,66577412	39
60,70516497	51
60,74455581	36
60,78394666	31
60,82333751	43
60,86272835	43
60,9021192	37
60,94151005	43
60,98090089	45
61,02029174	50
61,05968259	41
61,09907343	48
61,13846428	61
61,17785513	59
61,21724597	55
61,25663682	54
61,29602767	49
61,33541851	50
61,37480936	53
61,41420021	53
61,45359105	54
61,4929819	46
61,53237275	51
61,57176359	54
61,61115444	49
61,65054529	41
61,68993613	57
61,72932698	49
61,76871783	62
61,80810867	60
61,84749952	41
61,88689036	41
61,92628121	49
61,96567206	43
62,0050629	41
62,04445375	53
62,0838446	44
62,12323544	36
62,16262629	49
62,20201714	51
62,24140798	59
62,28079883	43
62,32018968	46
62,35958052	48
62,39897137	53
62,43836222	52
62,47775306	46
62,51714391	55
62,55653476	46
62,5959256	60
62,63531645	73
62,6747073	73
62,71409814	72
62,75348899	69
62,79287984	58
62,83227068	47
62,87166153	57
62,91105238	57
62,95044322	63
62,98983407	72
63,02922492	67
63,06861576	62
63,10800661	67
63,14739746	64
63,1867883	60
63,22617915	59
63,26557	50
63,30496084	64
63,34435169	61
63,38374254	48
63,42313338	55
63,46252423	65
63,50191508	50
63,54130592	66
63,58069677	49
63,62008762	50
63,65947846	64
63,69886931	67
63,73826016	84
63,777651	70
63,81704185	60
63,8564327	71
63,89582354	70
63,93521439	68
63,97460524	54
64,01399608	61
64,05338693	73
64,09277778	65
64,13216862	68
64,17155947	59
64,21095032	65
64,25034116	68
64,28973201	67
64,32912286	62
64,3685137	73
64,40790455	48
