2Theta	Intensidade
77,80879241	954
77,84818326	919
77,88757411	875
77,92696495	922
77,9663558	938
78,00574665	986
78,04513749	891
78,08452834	952
78,12391919	968
78,16331003	956
78,20270088	904
78,24209173	909
78,28148257	965
78,32087342	945
78,36026427	909
78,39965511	914
78,43904596	907
78,47843681	961
78,51782765	961
78,5572185	890
78,59660935	871
78,63600019	945
78,67539104	939
78,71478189	950
78,75417273	948
78,79356358	960
78,83295443	874
78,87234527	938
78,91173612	880
78,95112697	914
78,99051781	921
79,02990866	872
79,06929951	865
79,10869035	968
79,1480812	872
79,18747205	836
79,22686289	958
79,26625374	892
79,30564459	925
79,34503543	927
79,38442628	886
79,42381713	906
79,46320797	934
79,50259882	876
79,54198967	856
79,58138051	899
79,62077136	939
79,66016221	873
79,69955305	945
79,7389439	930
79,77833475	888
79,81772559	938
79,85711644	952
79,89650729	884
79,93589813	846
79,97528898	884
80,01467983	886
80,05407067	921
80,09346152	942
80,13285237	901
80,17224321	877
80,21163406	874
80,25102491	926
80,29041575	903
80,3298066	902
80,36919745	871
80,40858829	948
80,44797914	986
80,48736999	966
80,52676083	893
80,56615168	933
80,60554253	918
80,64493337	896
80,68432422	940
80,72371507	907
80,76310591	955
80,80249676	954
80,84188761	940
80,88127845	945
80,9206693	945
80,96006015	938
80,99945099	895
81,03884184	905
81,07823269	893
81,11762353	818
81,15701438	861
81,19640523	951
81,23579607	928
81,27518692	860
81,31457777	940
81,35396861	864
81,39335946	879
81,43275031	888
81,47214115	959
81,511532	975
81,55092285	947
81,59031369	961
81,62970454	966
81,66909539	945
81,70848623	971
81,74787708	943
81,78726793	949
81,82665877	897
81,86604962	973
81,90544047	933
81,94483131	902
81,98422216	929
82,02361301	934
82,06300385	873
82,1023947	947
82,14178555	870
82,18117639	833
82,22056724	928
82,25995809	961
82,29934893	876
82,33873978	944
82,37813063	987
82,41752147	996
82,45691232	831
82,49630317	838
82,53569401	896
82,57508486	950
82,61447571	927
82,65386655	904
82,6932574	877
82,73264825	883
82,77203909	903
82,81142994	901
82,85082079	919
82,89021163	956
82,92960248	875
82,96899333	899
83,00838417	861
83,04777502	937
83,08716587	952
83,12655671	875
83,16594756	979
83,20533841	911
83,24472925	936
83,2841201	898
83,32351095	1000
83,36290179	884
83,40229264	884
83,44168349	915
83,48107433	930
83,52046518	861
83,55985603	910
83,59924687	959
83,63863772	897
83,67802857	902
83,71741941	915
83,75681026	887
83,79620111	910
83,83559195	917
83,8749828	908
83,91437365	910
83,95376449	921
83,99315534	895
84,03254619	914
84,07193703	947
84,11132788	941
84,15071873	960
84,19010957	889
84,22950042	952
84,26889127	945
84,30828211	923
84,34767296	897
84,38706381	946
84,42645465	880
84,4658455	840
84,50523635	919
84,54462719	977
84,58401804	900
84,62340889	896
84,66279973	911
84,70219058	962
84,74158143	988
84,78097227	940
84,82036312	932
84,85975397	852
84,89914481	948
84,93853566	939
84,97792651	971
85,01731735	920
85,0567082	921
85,09609905	909
85,13548989	972
85,17488074	882
85,21427159	951
85,25366243	893
85,29305328	874
85,33244413	932
85,37183497	855
85,41122582	848
85,45061667	972
85,49000751	958
85,52939836	925
85,56878921	912
85,60818005	962
85,6475709	879
85,68696175	913
85,72635259	910
85,76574344	849
85,80513428	920
85,84452513	861
85,88391598	887
85,92330682	942
85,96269767	870
86,00208852	985
86,04147936	963
86,08087021	945
86,12026106	897
86,1596519	943
86,19904275	921
86,2384336	976
86,27782444	955
86,31721529	901
86,35660614	921
86,39599698	947
86,43538783	949
86,47477868	868
86,51416952	959
86,55356037	934
86,59295122	919
86,63234206	991
86,67173291	955
86,71112376	941
86,7505146	990
86,78990545	981
86,8292963	958
86,86868714	1013
86,90807799	1075
86,94746884	970
86,98685968	1055
87,02625053	1059
87,06564138	1055
87,10503222	1133
87,14442307	1102
87,18381392	1161
87,22320476	1237
87,26259561	1369
87,30198646	1344
87,3413773	1555
87,38076815	1810
87,420159	1839
87,45954984	2150
87,49894069	2544
87,53833154	2776
87,57772238	3060
87,61711323	3198
87,65650408	3170
87,69589492	3161
87,73528577	2959
87,77467662	2986
87,81406746	2637
87,85345831	2394
87,89284916	2186
87,93224	2051
87,97163085	1941
88,0110217	1746
88,05041254	1657
88,08980339	1471
88,12919424	1315
88,16858508	1210
88,20797593	1170
88,24736678	1030
88,28675762	1046
88,32614847	952
88,36553932	960
88,40493016	956
88,44432101	952
88,48371186	954
88,5231027	1005
