Order;Load(kN);Defor(mm);Stroke(mm);Time(s)
4673;0.26;93.7113;93.711;280.375
4674;0.26;93.7312;93.731;280.435
4675;0.26;93.7513;93.751;280.495
4676;0.26;93.7712;93.771;280.555
4677;0.26;93.7925;93.792;280.615
4678;0.26;93.8112;93.811;280.675
4679;0.26;93.8325;93.832;280.735
4680;0.26;93.8525;93.853;280.795
4681;0.26;93.8725;93.872;280.855
4682;0.26;93.8925;93.892;280.915
4683;0.26;93.9125;93.912;280.975
4684;0.26;93.9325;93.932;281.035
4685;0.26;93.9525;93.952;281.095
4686;0.26;93.9725;93.972;281.155
4687;0.26;93.9925;93.993;281.215
4688;0.26;94.0125;94.012;281.275
4689;0.26;94.0325;94.033;281.335
4690;0.26;94.0525;94.052;281.395
4691;0.26;94.0725;94.072;281.455
4692;0.26;94.0925;94.092;281.515
4693;0.26;94.1125;94.112;281.575
4694;0.26;94.1325;94.132;281.635
4695;0.26;94.1525;94.152;281.695
4696;0.26;94.1725;94.173;281.755
4697;0.26;94.1925;94.192;281.815
4698;0.26;94.2125;94.213;281.875
4699;0.26;94.2325;94.232;281.935
4700;0.26;94.2525;94.252;281.995
4701;0.26;94.2725;94.272;282.055
4702;0.26;94.2937;94.294;282.115
4703;0.26;94.3125;94.312;282.175
4704;0.26;94.3325;94.332;282.235
4705;0.26;94.3525;94.353;282.295
4706;0.26;94.3725;94.372;282.355
4707;0.26;94.3925;94.392;282.415
4708;0.26;94.4125;94.412;282.475
4709;0.26;94.4325;94.432;282.535
4710;0.26;94.4525;94.452;282.595
4711;0.26;94.4737;94.474;282.655
4712;0.26;94.4938;94.494;282.715
4713;0.26;94.5137;94.514;282.775
4714;0.26;94.5337;94.534;282.835
4715;0.26;94.5537;94.554;282.895
4716;0.26;94.5737;94.574;282.955
4717;0.26;94.5938;94.594;283.015
4718;0.26;94.6137;94.614;283.075
4719;0.26;94.6338;94.634;283.135
4720;0.26;94.6537;94.654;283.195
4721;0.26;94.6737;94.674;283.255
4722;0.26;94.6937;94.694;283.315
4723;0.26;94.7137;94.714;283.375
4724;0.26;94.7337;94.734;283.435
4725;0.26;94.7537;94.754;283.495
4726;0.26;94.7738;94.774;283.555
4727;0.26;94.7937;94.794;283.615
4728;0.26;94.8138;94.814;283.675
4729;0.26;94.835;94.835;283.735
4730;0.26;94.855;94.855;283.795
4731;0.26;94.875;94.875;283.855
4732;0.26;94.895;94.895;283.915
4733;0.26;94.915;94.915;283.975
4734;0.26;94.935;94.935;284.035
4735;0.26;94.955;94.955;284.095
4736;0.26;94.975;94.975;284.155
4737;0.26;94.995;94.995;284.215
4738;0.26;95.015;95.015;284.275
4739;0.26;95.035;95.035;284.335
4740;0.26;95.055;95.055;284.395
4741;0.26;95.075;95.075;284.455
4742;0.26;95.095;95.095;284.515
4743;0.26;95.1162;95.116;284.575
4744;0.26;95.1362;95.136;284.635
4745;0.26;95.1562;95.156;284.695
4746;0.26;95.1762;95.176;284.755
4747;0.26;95.1963;95.196;284.815
4748;0.26;95.2162;95.216;284.875
4749;0.26;95.2362;95.236;284.935
4750;0.26;95.2562;95.256;284.995
4751;0.26;95.2762;95.276;285.055
4752;0.26;95.2962;95.296;285.115
4753;0.26;95.3162;95.316;285.175
4754;0.26;95.3363;95.336;285.235
4755;0.26;95.3562;95.356;285.295
4756;0.26;95.3763;95.376;285.355
4757;0.26;95.3962;95.396;285.415
4758;0.26;95.4162;95.416;285.475
4759;0.26;95.4362;95.436;285.535
4760;0.26;95.4562;95.456;285.595
4761;0.26;95.4762;95.476;285.655
4762;0.26;95.4962;95.496;285.715
4763;0.26;95.5175;95.517;285.775
4764;0.26;95.5375;95.537;285.835
4765;0.26;95.5575;95.557;285.895
4766;0.26;95.5775;95.577;285.955
4767;0.26;95.5975;95.597;286.015
4768;0.26;95.6175;95.618;286.075
4769;0.26;95.6375;95.637;286.135
4770;0.26;95.6575;95.658;286.195
4771;0.26;95.6775;95.677;286.255
4772;0.26;95.6975;95.697;286.315
4773;0.26;95.7175;95.717;286.375
4774;0.26;95.7375;95.737;286.435
4775;0.26;95.7575;95.757;286.495
4776;0.26;95.7775;95.777;286.555
4777;0.26;95.7987;95.799;286.615
4778;0.26;95.8187;95.819;286.675
4779;0.26;95.8387;95.839;286.735
4780;0.26;95.8587;95.859;286.795
4781;0.26;95.8787;95.879;286.855
4782;0.26;95.8988;95.899;286.915
4783;0.26;95.9187;95.919;286.975
4784;0.26;95.9388;95.939;287.035
4785;0.26;95.9587;95.959;287.095
4786;0.26;95.9787;95.979;287.155
4787;0.26;95.9987;95.999;287.215
4788;0.26;96.0187;96.019;287.275
4789;0.26;96.0387;96.039;287.335
4790;0.26;96.0587;96.059;287.395
4791;0.26;96.08;96.08;287.455
4792;0.26;96.0987;96.099;287.515
4793;0.26;96.12;96.12;287.575
4794;0.26;96.1387;96.139;287.635
4795;0.26;96.1587;96.159;287.695
4796;0.26;96.1787;96.179;287.755
4797;0.26;96.1987;96.199;287.815
4798;0.26;96.2188;96.219;287.875
4799;0.26;96.2387;96.239;287.935
4800;0.26;96.26;96.26;287.995
4801;0.26;96.28;96.28;288.055
4802;0.26;96.3;96.3;288.115
4803;0.26;96.32;96.32;288.175
4804;0.26;96.34;96.34;288.235
4805;0.26;96.36;96.36;288.295
4806;0.26;96.38;96.38;288.355
4807;0.26;96.4;96.4;288.415
4808;0.26;96.42;96.42;288.475
4809;0.26;96.44;96.44;288.535
4810;0.26;96.46;96.46;288.595
4811;0.26;96.48;96.48;288.655
4812;0.26;96.5;96.5;288.715
4813;0.26;96.52;96.52;288.775
4814;0.26;96.54;96.54;288.835
4815;0.26;96.56;96.56;288.895
4816;0.26;96.58;96.58;288.955
4817;0.26;96.6;96.6;289.015
4818;0.26;96.6212;96.621;289.075
4819;0.26;96.6413;96.641;289.135
4820;0.26;96.6612;96.661;289.195
4821;0.26;96.6813;96.681;289.255
4822;0.26;96.7012;96.701;289.315
4823;0.26;96.7212;96.721;289.375
4824;0.26;96.7412;96.741;289.435
4825;0.26;96.7612;96.761;289.495
4826;0.26;96.7812;96.781;289.555
4827;0.26;96.8012;96.801;289.615
4828;0.26;96.8213;96.821;289.675
4829;0.26;96.8425;96.842;289.735
4830;0.26;96.8625;96.862;289.795
4831;0.26;96.8825;96.882;289.855
4832;0.26;96.9025;96.902;289.915
4833;0.26;96.9225;96.923;289.975
4834;0.26;96.9425;96.942;290.035
4835;0.26;96.9625;96.963;290.095
4836;0.26;96.9825;96.982;290.155
4837;0.26;97.0025;97.002;290.215
4838;0.26;97.0225;97.022;290.275
4839;0.26;97.0425;97.042;290.335
4840;0.26;97.0612;97.061;290.395
4841;0.26;97.0825;97.082;290.455
4842;0.26;97.1025;97.103;290.515
4843;0.26;97.1225;97.122;290.575
4844;0.26;97.1425;97.142;290.635
4845;0.26;97.1625;97.162;290.695
4846;0.26;97.1825;97.182;290.755
4847;0.26;97.2025;97.202;290.815
4848;0.26;97.2225;97.222;290.875
4849;0.26;97.2425;97.243;290.935
4850;0.26;97.2625;97.262;290.995
4851;0.26;97.2825;97.283;291.055
4852;0.26;97.3025;97.302;291.115
4853;0.26;97.3225;97.322;291.175
4854;0.26;97.3425;97.342;291.235
4855;0.26;97.3625;97.362;291.295
4856;0.26;97.3825;97.382;291.355
4857;0.26;97.4025;97.402;291.415
4858;0.26;97.4225;97.423;291.475
4859;0.26;97.4425;97.442;291.535
4860;0.26;97.4625;97.463;291.595
4861;0.26;97.4837;97.484;291.655
4862;0.26;97.5037;97.504;291.715
4863;0.26;97.5238;97.524;291.775
4864;0.26;97.5437;97.544;291.835
4865;0.26;97.5638;97.564;291.895
4866;0.26;97.5837;97.584;291.955
4867;0.26;97.6037;97.604;292.015
4868;0.26;97.6237;97.624;292.075
4869;0.26;97.6437;97.644;292.135
4870;0.26;97.6637;97.664;292.195
4871;0.26;97.6837;97.684;292.255
4872;0.26;97.705;97.705;292.315
4873;0.26;97.725;97.725;292.375
4874;0.26;97.745;97.745;292.435
4875;0.26;97.765;97.765;292.495
4876;0.26;97.785;97.785;292.555
4877;0.26;97.805;97.805;292.615
4878;0.26;97.825;97.825;292.675
4879;0.26;97.845;97.845;292.735
4880;0.26;97.865;97.865;292.795
4881;0.26;97.885;97.885;292.855
4882;0.26;97.905;97.905;292.915
4883;0.26;97.925;97.925;292.975
4884;0.26;97.9463;97.946;293.035
4885;0.26;97.9662;97.966;293.095
4886;0.26;97.9862;97.986;293.155
4887;0.26;98.0062;98.006;293.215
4888;0.26;98.0262;98.026;293.275
4889;0.26;98.0462;98.046;293.335
4890;0.26;98.0662;98.066;293.395
4891;0.26;98.0863;98.086;293.455
4892;0.26;98.1062;98.106;293.515
4893;0.26;98.1263;98.126;293.575
4894;0.26;98.1462;98.146;293.635
4895;0.26;98.1662;98.166;293.695
4896;0.26;98.1862;98.186;293.755
4897;0.26;98.2075;98.207;293.815
4898;0.26;98.2262;98.226;293.875
4899;0.26;98.2462;98.246;293.935
4900;0.26;98.2663;98.266;293.995
4901;0.26;98.2862;98.286;294.055
4902;0.26;98.3063;98.306;294.115
4903;0.26;98.3275;98.327;294.175
4904;0.26;98.3475;98.347;294.235
4905;0.26;98.3675;98.368;294.295
4906;0.26;98.3875;98.387;294.355
4907;0.26;98.4075;98.408;294.415
4908;0.26;98.4275;98.427;294.475
4909;0.26;98.4475;98.447;294.535
4910;0.26;98.4675;98.467;294.595
4911;0.26;98.4887;98.489;294.655
4912;0.26;98.5088;98.509;294.715
4913;0.26;98.5287;98.529;294.775
4914;0.26;98.5487;98.549;294.835
4915;0.26;98.5687;98.569;294.895
4916;0.26;98.5875;98.588;294.955
4917;0.26;98.6075;98.607;295.015
4918;0.26;98.6275;98.627;295.075
4919;0.26;98.6475;98.647;295.135
4920;0.26;98.6675;98.667;295.195
4921;0.26;98.6875;98.688;295.255
4922;0.26;98.7075;98.707;295.315
4923;0.26;98.7275;98.728;295.375
4924;0.26;98.7475;98.747;295.435
4925;0.26;98.7687;98.769;295.495
4926;0.26;98.7887;98.789;295.555
4927;0.26;98.8087;98.809;295.615
4928;0.26;98.8288;98.829;295.675
4929;0.26;98.8487;98.849;295.735
4930;0.26;98.8688;98.869;295.795
4931;0.26;98.8887;98.889;295.855
4932;0.26;98.9087;98.909;295.915
4933;0.26;98.9287;98.929;295.975
4934;0.26;98.9487;98.949;296.035
4935;0.26;98.9688;98.969;296.095
4936;0.26;98.99;98.99;296.155
4937;0.26;99.01;99.01;296.215
4938;0.26;99.03;99.03;296.275
4939;0.26;99.05;99.05;296.335
4940;0.26;99.07;99.07;296.395
4941;0.26;99.09;99.09;296.455
4942;0.26;99.11;99.11;296.515
4943;0.26;99.13;99.13;296.575
4944;0.26;99.15;99.15;296.635
4945;0.26;99.17;99.17;296.695
4946;0.26;99.19;99.19;296.755
4947;0.26;99.2113;99.211;296.815
4948;0.26;99.23;99.23;296.875
4949;0.26;99.25;99.25;296.935
4950;0.26;99.2712;99.271;296.995
4951;0.26;99.2912;99.291;297.055
4952;0.26;99.3112;99.311;297.115
4953;0.26;99.3312;99.331;297.175
4954;0.26;99.3512;99.351;297.235
4955;0.26;99.3712;99.371;297.295
4956;0.26;99.3913;99.391;297.355
4957;0.26;99.41;99.41;297.415
4958;0.26;99.43;99.43;297.475
4959;0.26;99.45;99.45;297.535
4960;0.26;99.47;99.47;297.595
4961;0.26;99.4912;99.491;297.655
4962;0.26;99.5112;99.511;297.715
4963;0.26;99.5312;99.531;297.775
4964;0.26;99.5512;99.551;297.835
4965;0.26;99.5713;99.571;297.895
4966;0.26;99.5912;99.591;297.955
4967;0.26;99.6112;99.611;298.015
4968;0.26;99.6312;99.631;298.075
4969;0.26;99.6512;99.651;298.135
4970;0.26;99.6712;99.671;298.195
4971;0.26;99.6912;99.691;298.255
4972;0.26;99.7125;99.713;298.315
4973;0.26;99.7325;99.732;298.375
4974;0.26;99.7513;99.751;298.435
4975;0.26;99.7725;99.772;298.495
4976;0.26;99.7925;99.792;298.555
4977;0.26;99.8125;99.812;298.615
4978;0.26;99.8325;99.832;298.675
4979;0.26;99.8525;99.853;298.735
4980;0.26;99.8725;99.872;298.795
4981;0.26;99.8925;99.892;298.855
4982;0.26;99.9125;99.912;298.915
4983;0.26;99.9325;99.932;298.975
4984;0.26;99.9525;99.952;299.035
4985;0.26;99.9725;99.972;299.095
4986;0.26;99.9938;99.994;299.155
4987;0.26;100.0125;100.012;299.215
4988;0.26;100.0337;100.034;299.275
4989;0.26;100.0537;100.054;299.335
4990;0.26;100.0737;100.074;299.395
4991;0.26;100.0938;100.094;299.455
4992;0.26;100.1137;100.114;299.515
4993;0.26;100.1338;100.134;299.575
4994;0.26;100.1525;100.152;299.635
4995;0.26;100.1725;100.173;299.695
4996;0.26;100.1925;100.192;299.755
4997;0.26;100.2125;100.213;299.815
4998;0.26;100.2325;100.232;299.875
4999;0.26;100.2525;100.252;299.935
5000;0.26;100.2725;100.272;299.995
5001;0.26;100.2925;100.292;300.055
5002;0.26;100.3125;100.312;300.115
5003;0.26;100.3325;100.332;300.175
5004;0.26;100.3525;100.353;300.235
5005;0.26;100.3725;100.372;300.295
5006;0.26;100.3925;100.392;300.355
5007;0.26;100.4125;100.412;300.415
5008;0.26;100.4325;100.432;300.475
5009;0.26;100.4525;100.452;300.535
5010;0.26;100.4725;100.472;300.595
5011;0.26;100.4938;100.494;300.655
5012;0.26;100.5137;100.514;300.715
5013;0.26;100.5337;100.534;300.775
5014;0.26;100.5537;100.554;300.835
5015;0.26;100.5737;100.574;300.895
5016;0.26;100.5938;100.594;300.955
5017;0.26;100.6137;100.614;301.015
5018;0.26;100.6338;100.634;301.075
5019;0.26;100.6537;100.654;301.135
5020;0.26;100.6737;100.674;301.195
5021;0.26;100.6937;100.694;301.255
5022;0.26;100.7137;100.714;301.315
5023;0.26;100.7337;100.734;301.375
5024;0.26;100.7537;100.754;301.435
5025;0.26;100.7738;100.774;301.495
5026;0.26;100.7937;100.794;301.555
5027;0.26;100.8125;100.812;301.615
5028;0.26;100.8325;100.832;301.675
5029;0.26;100.8537;100.854;301.735
5030;0.26;100.8737;100.874;301.795
5031;0.26;100.8937;100.894;301.855
5032;0.26;100.9137;100.914;301.915
5033;0.26;100.9337;100.934;301.975
5034;0.26;100.9538;100.954;302.035
5035;0.26;100.9725;100.972;302.095
5036;0.26;100.9938;100.994;302.155
5037;0.26;101.0137;101.014;302.215
5038;0.26;101.0337;101.034;302.275
5039;0.26;101.0537;101.054;302.335
5040;0.26;101.0737;101.074;302.395
5041;0.26;101.0938;101.094;302.455
5042;0.26;101.1137;101.114;302.515
5043;0.26;101.1338;101.134;302.575
5044;0.26;101.1537;101.154;302.635
5045;0.26;101.1737;101.174;302.695
5046;0.26;101.1937;101.194;302.755
5047;0.26;101.2137;101.214;302.815
5048;0.26;101.2337;101.234;302.875
5049;0.26;101.2537;101.254;302.935
5050;0.26;101.275;101.275;302.995
5051;0.26;101.2937;101.294;303.055
5052;0.26;101.3138;101.314;303.115
5053;0.26;101.3337;101.334;303.175
5054;0.26;101.355;101.355;303.235
5055;0.26;101.375;101.375;303.295
5056;0.26;101.395;101.395;303.355
5057;0.26;101.415;101.415;303.415
5058;0.26;101.4337;101.434;303.475
5059;0.26;101.455;101.455;303.535
5060;0.26;101.475;101.475;303.595
5061;0.26;101.495;101.495;303.655
5062;0.26;101.515;101.515;303.715
5063;0.26;101.535;101.535;303.775
5064;0.26;101.555;101.555;303.835
5065;0.26;101.575;101.575;303.895
5066;0.26;101.595;101.595;303.955
5067;0.26;101.615;101.615;304.015
5068;0.26;101.635;101.635;304.075
5069;0.26;101.655;101.655;304.135
5070;0.26;101.675;101.675;304.195
5071;0.26;101.695;101.695;304.255
5072;0.26;101.715;101.715;304.315
5073;0.26;101.735;101.735;304.375
5074;0.26;101.755;101.755;304.435
5075;0.26;101.775;101.775;304.495
5076;0.26;101.795;101.795;304.555
5077;0.26;101.815;101.815;304.615
5078;0.26;101.835;101.835;304.675
5079;0.26;101.855;101.855;304.735
5080;0.26;101.875;101.875;304.795
5081;0.26;101.895;101.895;304.855
5082;0.26;101.915;101.915;304.915
5083;0.26;101.935;101.935;304.975
5084;0.26;101.9562;101.956;305.035
5085;0.26;101.975;101.975;305.095
5086;0.26;101.9962;101.996;305.155
5087;0.26;102.0163;102.016;305.215
5088;0.26;102.0362;102.036;305.275
5089;0.26;102.0563;102.056;305.335
5090;0.26;102.0762;102.076;305.395
5091;0.26;102.0962;102.096;305.455
5092;0.26;102.1162;102.116;305.515
5093;0.26;102.1362;102.136;305.575
5094;0.26;102.1562;102.156;305.635
5095;0.26;102.1762;102.176;305.695
5096;0.26;102.1963;102.196;305.755
5097;0.26;102.2175;102.217;305.815
5098;0.26;102.2362;102.236;305.875
5099;0.26;102.2562;102.256;305.935
5100;0.26;102.2762;102.276;305.995
5101;0.26;102.2962;102.296;306.055
5102;0.26;102.3175;102.317;306.115
5103;0.26;102.3375;102.338;306.175
5104;0.26;102.3562;102.356;306.235
5105;0.26;102.3763;102.376;306.295
5106;0.26;102.3962;102.396;306.355
5107;0.26;102.4162;102.416;306.415
5108;0.26;102.4362;102.436;306.475
5109;0.26;102.4575;102.457;306.535
5110;0.26;102.4762;102.476;306.595
5111;0.26;102.4962;102.496;306.655
5112;0.26;102.5163;102.516;306.715
5113;0.26;102.5362;102.536;306.775
5114;0.26;102.5562;102.556;306.835
5115;0.26;102.5762;102.576;306.895
5116;0.26;102.5975;102.597;306.955
5117;0.26;102.6175;102.618;307.015
5118;0.26;102.6375;102.637;307.075
5119;0.26;102.6575;102.658;307.135
5120;0.26;102.6775;102.677;307.195
5121;0.26;102.6975;102.697;307.255
5122;0.26;102.7175;102.717;307.315
5123;0.26;102.7375;102.737;307.375
5124;0.26;102.7575;102.757;307.435
5125;0.26;102.7775;102.777;307.495
5126;0.26;102.7975;102.798;307.555
5127;0.26;102.8187;102.819;307.615
5128;0.28;102.8375;102.837;307.675
5129;0.26;102.8587;102.859;307.735
5130;0.26;102.8787;102.879;307.795
5131;0.26;102.8988;102.899;307.855
5132;0.26;102.9187;102.919;307.915
5133;0.26;102.9388;102.939;307.975
5134;0.26;102.9587;102.959;308.035
5135;0.26;102.9787;102.979;308.095
5136;0.26;102.9987;102.999;308.155
5137;0.26;103.0187;103.019;308.215
5138;0.26;103.04;103.04;308.275
5139;0.26;103.0587;103.059;308.335
5140;0.26;103.0775;103.077;308.395
5141;0.26;103.0987;103.099;308.455
5142;0.26;103.1187;103.119;308.515
5143;0.26;103.1387;103.139;308.575
5144;0.26;103.1587;103.159;308.635
5145;0.26;103.1787;103.179;308.695
5146;0.26;103.1987;103.199;308.755
5147;0.26;103.2188;103.219;308.815
5148;0.26;103.2387;103.239;308.875
5149;0.26;103.2588;103.259;308.935
5150;0.26;103.2787;103.279;308.995
5151;0.26;103.2987;103.299;309.055
5152;0.26;103.3187;103.319;309.115
5153;0.26;103.3387;103.339;309.175
5154;0.26;103.36;103.36;309.235
5155;0.26;103.3787;103.379;309.295
5156;0.26;103.4;103.4;309.355
5157;0.26;103.42;103.42;309.415
5158;0.26;103.44;103.44;309.475
5159;0.26;103.46;103.46;309.535
5160;0.26;103.48;103.48;309.595
5161;0.26;103.5;103.5;309.655
5162;0.26;103.52;103.52;309.715
5163;0.26;103.54;103.54;309.775
5164;0.26;103.56;103.56;309.835
5165;0.26;103.58;103.58;309.895
5166;0.26;103.6;103.6;309.955
5167;0.26;103.6212;103.621;310.015
5168;0.26;103.6413;103.641;310.075
5169;0.26;103.6612;103.661;310.135
5170;0.26;103.6812;103.681;310.195
5171;0.26;103.7012;103.701;310.255
5172;0.26;103.7212;103.721;310.315
5173;0.26;103.7412;103.741;310.375
5174;0.26;103.7612;103.761;310.435
5175;0.26;103.7812;103.781;310.495
5176;0.26;103.8012;103.801;310.555
5177;0.26;103.8213;103.821;310.615
5178;0.26;103.8412;103.841;310.675
5179;0.26;103.8625;103.862;310.735
5180;0.26;103.8825;103.882;310.795
5181;0.26;103.9025;103.902;310.855
5182;0.26;103.9225;103.923;310.915
5183;0.26;103.9425;103.942;310.975
5184;0.26;103.9625;103.962;311.035
5185;0.26;103.9825;103.982;311.095
5186;0.26;104.0025;104.002;311.155
5187;0.26;104.0225;104.022;311.215
5188;0.26;104.0425;104.042;311.275
5189;0.26;104.0625;104.062;311.335
5190;0.26;104.0825;104.082;311.395
5191;0.26;104.1025;104.103;311.455
5192;0.26;104.1225;104.122;311.515
5193;0.26;104.1425;104.142;311.575
5194;0.26;104.1625;104.162;311.635
5195;0.26;104.1825;104.182;311.695
5196;0.26;104.2025;104.202;311.755
5197;0.26;104.2225;104.222;311.815
5198;0.26;104.2425;104.243;311.875
5199;0.28;104.2625;104.262;311.935
5200;0.28;104.2825;104.283;311.995
5201;0.26;104.3025;104.302;312.055
5202;0.26;104.3225;104.322;312.115
5203;0.26;104.3425;104.342;312.175
5204;0.26;104.3625;104.362;312.235
5205;0.28;104.3825;104.382;312.295
5206;0.26;104.4025;104.402;312.355
5207;0.26;104.4225;104.423;312.415
5208;0.26;104.4425;104.442;312.475
5209;0.26;104.4637;104.464;312.535
5210;0.26;104.4825;104.482;312.595
5211;0.26;104.5037;104.504;312.655
5212;0.26;104.5238;104.524;312.715
5213;0.28;104.5437;104.544;312.775
5214;0.26;104.5638;104.564;312.835
5215;0.26;104.5837;104.584;312.895
5216;0.26;104.6037;104.604;312.955
5217;0.26;104.6237;104.624;313.015
5218;0.26;104.6437;104.644;313.075
5219;0.26;104.6637;104.664;313.135
5220;0.26;104.6837;104.684;313.195
5221;0.26;104.7038;104.704;313.255
5222;0.26;104.7237;104.724;313.315
5223;0.26;104.7437;104.744;313.375
5224;0.26;104.7637;104.764;313.435
5225;0.26;104.7837;104.784;313.495
5226;0.26;104.8037;104.804;313.555
5227;0.28;104.8237;104.824;313.615
5228;0.28;104.8438;104.844;313.675
5229;0.26;104.865;104.865;313.735
5230;0.26;104.8838;104.884;313.795
5231;0.26;104.905;104.905;313.855
5232;0.26;104.925;104.925;313.915
5233;0.26;104.9437;104.944;313.975
5234;0.28;104.965;104.965;314.035
5235;0.26;104.9837;104.984;314.095
5236;0.26;105.005;105.005;314.155
5237;0.26;105.0238;105.024;314.215
5238;0.28;105.045;105.045;314.275
5239;0.26;105.0638;105.064;314.335
5240;0.26;105.0837;105.084;314.395
5241;0.28;105.105;105.105;314.455
5242;0.26;105.125;105.125;314.515
5243;0.28;105.145;105.145;314.575
5244;0.28;105.165;105.165;314.635
5245;0.28;105.185;105.185;314.695
5246;0.26;105.205;105.205;314.755
5247;0.28;105.225;105.225;314.815
5248;0.28;105.245;105.245;314.875
5249;0.28;105.265;105.265;314.935
5250;0.26;105.285;105.285;314.995
5251;0.26;105.305;105.305;315.055
5252;0.26;105.325;105.325;315.115
5253;0.26;105.345;105.345;315.175
5254;0.28;105.365;105.365;315.235
5255;0.26;105.385;105.385;315.295
5256;0.26;105.405;105.405;315.355
5257;0.26;105.425;105.425;315.415
5258;0.28;105.445;105.445;315.475
5259;0.28;105.465;105.465;315.535
5260;0.28;105.485;105.485;315.595
5261;0.28;105.505;105.505;315.655
5262;0.26;105.525;105.525;315.715
5263;0.28;105.545;105.545;315.775
5264;0.26;105.565;105.565;315.835
5265;0.28;105.585;105.585;315.895
5266;0.28;105.605;105.605;315.955
5267;0.28;105.625;105.625;316.015
5268;0.28;105.645;105.645;316.075
5269;0.26;105.665;105.665;316.135
5270;0.28;105.685;105.685;316.195
5271;0.28;105.705;105.705;316.255
5272;0.28;105.7262;105.726;316.315
5273;0.28;105.7462;105.746;316.375
5274;0.28;105.765;105.765;316.435
5275;0.28;105.7862;105.786;316.495
5276;0.26;105.8062;105.806;316.555
5277;0.28;105.8262;105.826;316.615
5278;0.28;105.8462;105.846;316.675
5279;0.28;105.8662;105.866;316.735
5280;0.26;105.8862;105.886;316.795
5281;0.28;105.9062;105.906;316.855
5282;0.28;105.9262;105.926;316.915
5283;0.26;105.9463;105.946;316.975
5284;0.26;105.9662;105.966;317.035
5285;0.28;105.9862;105.986;317.095
5286;0.28;106.0075;106.007;317.155
5287;0.28;106.0275;106.027;317.215
5288;0.26;106.0475;106.048;317.275
5289;0.28;106.0675;106.067;317.335
5290;0.28;106.0875;106.087;317.395
5291;0.28;106.1075;106.107;317.455
5292;0.28;106.1275;106.127;317.515
5293;0.26;106.1475;106.147;317.575
5294;0.28;106.1675;106.167;317.635
5295;0.28;106.1875;106.188;317.695
5296;0.28;106.2075;106.207;317.755
5297;0.26;106.2275;106.228;317.815
5298;0.28;106.2475;106.247;317.875
5299;0.28;106.2675;106.267;317.935
5300;0.28;106.2875;106.287;317.995
5301;0.28;106.3075;106.307;318.055
5302;0.28;106.3275;106.327;318.115
5303;0.28;106.3475;106.347;318.175
5304;0.28;106.3687;106.369;318.235
5305;0.28;106.3875;106.387;318.295
5306;0.28;106.4087;106.409;318.355
5307;0.28;106.4287;106.429;318.415
5308;0.28;106.4487;106.449;318.475
5309;0.28;106.4688;106.469;318.535
5310;0.28;106.4887;106.489;318.595
5311;0.28;106.5088;106.509;318.655
5312;0.26;106.5287;106.529;318.715
5313;0.28;106.5487;106.549;318.775
5314;0.28;106.5687;106.569;318.835
5315;0.28;106.5887;106.589;318.895
5316;0.28;106.6087;106.609;318.955
5317;0.28;106.6287;106.629;319.015
5318;0.28;106.6488;106.649;319.075
5319;0.28;106.6687;106.669;319.135
5320;0.28;106.69;106.69;319.195
5321;0.28;106.71;106.71;319.255
5322;0.28;106.73;106.73;319.315
5323;0.28;106.75;106.75;319.375
5324;0.28;106.77;106.77;319.435
5325;0.28;106.79;106.79;319.495
5326;0.28;106.81;106.81;319.555
5327;0.28;106.83;106.83;319.615
5328;0.28;106.85;106.85;319.675
5329;0.28;106.87;106.87;319.735
5330;0.28;106.89;106.89;319.795
5331;0.28;106.9112;106.911;319.855
5332;0.28;106.9312;106.931;319.915
5333;0.28;106.9512;106.951;319.975
5334;0.28;106.9712;106.971;320.035
5335;0.28;106.9912;106.991;320.095
5336;0.26;107.0112;107.011;320.155
5337;0.28;107.0312;107.031;320.215
5338;0.28;107.0512;107.051;320.275
5339;0.28;107.0713;107.071;320.335
5340;0.28;107.0912;107.091;320.395
5341;0.28;107.1125;107.112;320.455
5342;0.28;107.1312;107.131;320.515
5343;0.28;107.1525;107.152;320.575
5344;0.28;107.1725;107.173;320.635
5345;0.28;107.1925;107.192;320.695
5346;0.28;107.2125;107.212;320.755
5347;0.28;107.2325;107.232;320.815
5348;0.28;107.2525;107.252;320.875
5349;0.28;107.2725;107.272;320.935
5350;0.28;107.2925;107.292;320.995
5351;0.28;107.3125;107.312;321.055
5352;0.28;107.3325;107.332;321.115
5353;0.28;107.3525;107.353;321.175
5354;0.28;107.3737;107.374;321.235
5355;0.28;107.3937;107.394;321.295
5356;0.28;107.4137;107.414;321.355
5357;0.28;107.4337;107.434;321.415
5358;0.28;107.4538;107.454;321.475
5359;0.28;107.4737;107.474;321.535
5360;0.28;107.4937;107.494;321.595
5361;0.28;107.5137;107.514;321.655
5362;0.28;107.5337;107.534;321.715
5363;0.28;107.5537;107.554;321.775
5364;0.28;107.5737;107.574;321.835
5365;0.28;107.5938;107.594;321.895
5366;0.28;107.615;107.615;321.955
5367;0.28;107.635;107.635;322.015
5368;0.28;107.655;107.655;322.075
5369;0.28;107.675;107.675;322.135
5370;0.28;107.695;107.695;322.195
5371;0.28;107.715;107.715;322.255
5372;0.28;107.735;107.735;322.315
5373;0.28;107.755;107.755;322.375
5374;0.28;107.775;107.775;322.435
5375;0.28;107.795;107.795;322.495
5376;0.28;107.815;107.815;322.555
5377;0.28;107.835;107.835;322.615
5378;0.28;107.855;107.855;322.675
