0
Diameter:	   8.10
   1.00
Area:	  51.5300
GaugeLength:	  50.00
2009-1-1
al envelhecido
001
DataNumber:	2600
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1426	 15.4200	  1.3814	   4.726	  85.555
 1427	 15.4200	  1.3814	   4.726	  85.615
 1428	 15.4200	  1.3814	   4.726	  85.675
 1429	 15.4200	  1.3814	   4.726	  85.735
 1430	 15.4200	  1.3814	   4.726	  85.795
 1431	 15.4200	  1.3814	   4.726	  85.855
 1432	 15.4200	  1.3814	   4.726	  85.915
 1433	 15.4200	  1.3814	   4.726	  85.975
 1434	 15.4200	  1.3814	   4.726	  86.035
 1435	 15.4200	  1.3814	   4.726	  86.095
 1436	 15.4200	  1.3814	   4.726	  86.155
 1437	 15.4200	  1.3814	   4.726	  86.215
 1438	 15.4200	  1.3814	   4.726	  86.275
 1439	 15.4200	  1.3814	   4.726	  86.335
 1440	 15.4200	  1.3814	   4.726	  86.395
 1441	 15.4200	  1.3814	   4.726	  86.455
 1442	 15.4200	  1.3814	   4.726	  86.515
 1443	 15.4200	  1.3814	   4.726	  86.575
 1444	 15.4200	  1.3814	   4.726	  86.635
 1445	 15.4200	  1.3814	   4.726	  86.695
 1446	 15.4200	  1.3814	   4.726	  86.755
 1447	 15.4200	  1.3814	   4.726	  86.815
 1448	 15.4200	  1.3814	   4.726	  86.875
 1449	 15.4200	  1.3814	   4.726	  86.935
 1450	 15.4200	  1.3814	   4.726	  86.995
 1451	 15.4200	  1.3814	   4.726	  87.055
 1452	 15.4200	  1.3814	   4.726	  87.115
 1453	 15.4200	  1.3814	   4.726	  87.175
 1454	 15.4200	  1.3814	   4.726	  87.235
 1455	 15.4200	  1.3814	   4.726	  87.295
 1456	 15.4200	  1.3814	   4.726	  87.355
 1457	 15.4200	  1.3814	   4.726	  87.415
 1458	 15.4200	  1.3814	   4.726	  87.475
 1459	 15.4000	  1.3814	   4.726	  87.535
 1460	 15.4200	  1.3814	   4.726	  87.595
 1461	 15.4000	  1.3814	   4.726	  87.655
 1462	 15.4000	  1.3814	   4.726	  87.715
 1463	 15.4000	  1.3814	   4.726	  87.775
 1464	 15.4000	  1.3814	   4.726	  87.835
 1465	 15.4000	  1.3814	   4.726	  87.895
 1466	 15.4000	  1.3814	   4.726	  87.955
 1467	 15.4000	  1.3814	   4.726	  88.015
 1468	 15.4000	  1.3814	   4.726	  88.075
 1469	 15.4000	  1.3814	   4.726	  88.135
 1470	 15.4000	  1.3814	   4.726	  88.195
 1471	 15.4000	  1.3814	   4.726	  88.255
 1472	 15.4000	  1.3814	   4.726	  88.315
 1473	 15.4000	  1.3814	   4.726	  88.375
 1474	 15.4000	  1.3814	   4.726	  88.435
 1475	 15.4000	  1.3814	   4.726	  88.495
 1476	 15.4000	  1.3814	   4.726	  88.555
 1477	 15.4000	  1.3814	   4.726	  88.615
 1478	 15.4000	  1.3814	   4.726	  88.675
 1479	 15.4000	  1.3814	   4.726	  88.735
 1480	 15.4000	  1.3814	   4.726	  88.795
 1481	 15.4000	  1.3814	   4.726	  88.855
 1482	 15.4000	  1.3814	   4.726	  88.915
 1483	 15.4000	  1.3814	   4.726	  88.975
 1484	 15.4000	  1.3814	   4.726	  89.035
 1485	 15.4000	  1.3814	   4.726	  89.095
 1486	 15.4000	  1.3814	   4.726	  89.155
 1487	 15.4000	  1.3814	   4.726	  89.215
 1488	 15.4000	  1.3814	   4.726	  89.275
 1489	 15.4000	  1.3814	   4.726	  89.335
 1490	 15.4000	  1.3814	   4.726	  89.395
 1491	 15.4000	  1.3814	   4.726	  89.455
 1492	 15.4000	  1.3814	   4.726	  89.515
 1493	 15.4000	  1.3814	   4.726	  89.575
 1494	 15.4000	  1.3814	   4.726	  89.635
 1495	 15.4000	  1.3814	   4.726	  89.695
 1496	 15.4000	  1.3814	   4.726	  89.755
 1497	 15.4000	  1.3814	   4.726	  89.815
 1498	 15.4000	  1.3814	   4.726	  89.875
 1499	 15.4000	  1.3814	   4.726	  89.935
 1500	 15.4000	  1.3814	   4.726	  89.995
 1501	 15.4000	  1.3814	   4.726	  90.055
 1502	 15.4000	  1.3814	   4.726	  90.115
 1503	 15.4000	  1.3814	   4.726	  90.175
 1504	 15.4000	  1.3814	   4.726	  90.235
 1505	 15.4000	  1.3814	   4.726	  90.295
 1506	 15.4000	  1.3814	   4.726	  90.355
 1507	 15.4000	  1.3814	   4.726	  90.415
 1508	 15.4000	  1.3814	   4.726	  90.475
 1509	 15.4000	  1.3814	   4.726	  90.535
 1510	 15.4000	  1.3814	   4.726	  90.595
 1511	 15.4000	  1.3814	   4.726	  90.655
 1512	 15.4000	  1.3814	   4.726	  90.715
 1513	 15.4000	  1.3814	   4.726	  90.775
 1514	 15.4000	  1.3814	   4.726	  90.835
 1515	 15.3800	  1.3814	   4.726	  90.895
 1516	 15.4000	  1.3814	   4.726	  90.955
 1517	 15.4000	  1.3814	   4.726	  91.015
 1518	 15.4000	  1.3814	   4.726	  91.075
 1519	 15.3800	  1.3814	   4.726	  91.135
 1520	 15.3800	  1.3814	   4.726	  91.195
 1521	 15.4000	  1.3814	   4.726	  91.255
 1522	 15.4000	  1.3814	   4.726	  91.315
 1523	 15.4000	  1.3814	   4.726	  91.375
 1524	 15.3800	  1.3814	   4.726	  91.435
 1525	 15.4000	  1.3814	   4.726	  91.495
 1526	 15.4000	  1.3814	   4.726	  91.555
 1527	 15.3800	  1.3814	   4.726	  91.615
 1528	 15.3800	  1.3814	   4.726	  91.675
 1529	 15.3800	  1.3814	   4.726	  91.735
 1530	 15.3800	  1.3814	   4.726	  91.795
 1531	 15.3800	  1.3814	   4.726	  91.855
 1532	 15.3800	  1.3814	   4.726	  91.915
 1533	 15.3800	  1.3814	   4.726	  91.975
 1534	 15.3800	  1.3814	   4.726	  92.035
 1535	 15.3800	  1.3814	   4.726	  92.095
 1536	 15.3800	  1.3814	   4.726	  92.155
 1537	 15.3800	  1.3814	   4.726	  92.215
 1538	 15.3800	  1.3814	   4.726	  92.275
 1539	 15.3800	  1.3814	   4.726	  92.335
 1540	 15.3800	  1.3814	   4.726	  92.395
 1541	 15.3800	  1.3814	   4.726	  92.455
 1542	 15.3800	  1.3814	   4.726	  92.515
 1543	 15.3800	  1.3814	   4.726	  92.575
 1544	 15.3800	  1.3814	   4.726	  92.635
 1545	 15.3800	  1.3814	   4.726	  92.695
 1546	 15.3800	  1.3814	   4.726	  92.755
 1547	 15.3800	  1.3814	   4.726	  92.815
 1548	 15.3800	  1.3814	   4.726	  92.875
 1549	 15.3800	  1.3814	   4.726	  92.935
 1550	 15.3800	  1.3814	   4.726	  92.995
 1551	 15.3800	  1.3814	   4.726	  93.055
 1552	 15.3800	  1.3814	   4.726	  93.115
 1553	 15.3800	  1.3814	   4.726	  93.175
 1554	 15.3800	  1.3814	   4.726	  93.235
 1555	 15.3800	  1.3814	   4.726	  93.295
 1556	 15.3800	  1.3814	   4.726	  93.355
 1557	 15.3800	  1.3814	   4.726	  93.415
 1558	 15.3800	  1.3814	   4.726	  93.475
 1559	 15.3800	  1.3814	   4.726	  93.535
 1560	 15.3800	  1.3814	   4.726	  93.595
 1561	 15.3800	  1.3814	   4.726	  93.655
 1562	 15.3800	  1.3814	   4.726	  93.715
 1563	 15.3800	  1.3814	   4.726	  93.775
 1564	 15.3800	  1.3814	   4.726	  93.835
 1565	 15.3800	  1.3814	   4.726	  93.895
 1566	 15.3800	  1.3814	   4.726	  93.955
 1567	 15.3800	  1.3814	   4.726	  94.015
 1568	 15.3800	  1.3814	   4.726	  94.075
 1569	 15.3800	  1.3814	   4.726	  94.135
 1570	 15.3800	  1.3814	   4.726	  94.195
 1571	 15.3800	  1.3814	   4.726	  94.255
 1572	 15.3800	  1.3814	   4.726	  94.315
 1573	 15.3800	  1.3814	   4.726	  94.375
 1574	 15.3800	  1.3814	   4.726	  94.435
 1575	 15.3800	  1.3814	   4.726	  94.495
 1576	 15.3800	  1.3814	   4.726	  94.555
 1577	 15.3800	  1.3814	   4.726	  94.615
 1578	 15.3800	  1.3851	   4.730	  94.675
 1579	 15.4800	  1.3889	   4.734	  94.735
 1580	 15.6000	  1.3951	   4.740	  94.795
 1581	 15.7200	  1.3989	   4.744	  94.855
 1582	 15.8200	  1.4039	   4.749	  94.915
 1583	 15.9400	  1.4089	   4.754	  94.975
 1584	 16.0400	  1.4139	   4.759	  95.035
 1585	 16.1400	  1.4189	   4.764	  95.095
 1586	 16.2400	  1.4239	   4.769	  95.155
 1587	 16.3400	  1.4289	   4.774	  95.215
 1588	 16.4200	  1.4339	   4.779	  95.275
 1589	 16.4800	  1.4389	   4.784	  95.335
 1590	 16.5600	  1.4439	   4.789	  95.395
 1591	 16.6000	  1.4489	   4.794	  95.455
 1592	 16.6400	  1.4539	   4.799	  95.515
 1593	 16.6600	  1.4589	   4.804	  95.575
 1594	 16.6600	  1.4639	   4.809	  95.635
 1595	 16.6600	  1.4689	   4.814	  95.695
 1596	 16.6600	  1.4739	   4.819	  95.755
 1597	 16.6400	  1.4789	   4.824	  95.815
 1598	 16.6200	  1.4839	   4.829	  95.875
 1599	 16.6000	  1.4889	   4.834	  95.935
 1600	 16.6000	  1.4939	   4.839	  95.995
 1601	 16.6000	  1.4989	   4.844	  96.055
 1602	 16.5800	  1.5051	   4.850	  96.115
 1603	 16.5800	  1.5089	   4.854	  96.175
 1604	 16.5800	  1.5151	   4.860	  96.235
 1605	 16.5800	  1.5189	   4.864	  96.295
 1606	 16.5800	  1.5251	   4.870	  96.355
 1607	 16.5800	  1.5289	   4.874	  96.415
 1608	 16.5800	  1.5351	   4.880	  96.475
 1609	 16.5800	  1.5401	   4.885	  96.535
 1610	 16.5800	  1.5451	   4.890	  96.595
 1611	 16.5800	  1.5501	   4.895	  96.655
 1612	 16.5800	  1.5551	   4.900	  96.715
 1613	 16.5800	  1.5589	   4.904	  96.775
 1614	 16.5800	  1.5639	   4.909	  96.835
 1615	 16.5800	  1.5689	   4.914	  96.895
 1616	 16.5800	  1.5739	   4.919	  96.955
 1617	 16.5800	  1.5789	   4.924	  97.015
 1618	 16.5800	  1.5839	   4.929	  97.075
 1619	 16.5800	  1.5889	   4.934	  97.135
 1620	 16.5800	  1.5939	   4.939	  97.195
 1621	 16.5800	  1.5989	   4.944	  97.255
 1622	 16.5800	  1.6039	   4.949	  97.315
 1623	 16.5800	  1.6089	   4.954	  97.375
 1624	 16.5800	  1.6139	   4.959	  97.435
 1625	 16.5800	  1.6189	   4.964	  97.495
 1626	 16.5800	  1.6239	   4.969	  97.555
 1627	 16.5800	  1.6289	   4.974	  97.615
 1628	 16.5800	  1.6339	   4.979	  97.675
 1629	 16.5800	  1.6389	   4.984	  97.735
 1630	 16.5800	  1.6439	   4.989	  97.795
 1631	 16.5800	  1.6489	   4.994	  97.855
 1632	 16.5800	  1.6539	   4.999	  97.915
 1633	 16.5800	  1.6589	   5.004	  97.975
 1634	 16.5800	  1.6639	   5.009	  98.035
 1635	 16.5800	  1.6689	   5.014	  98.095
 1636	 16.5800	  1.6739	   5.019	  98.155
 1637	 16.5800	  1.6789	   5.024	  98.215
 1638	 16.5800	  1.6839	   5.029	  98.275
 1639	 16.5800	  1.6889	   5.034	  98.335
 1640	 16.5800	  1.6939	   5.039	  98.395
 1641	 16.5800	  1.6989	   5.044	  98.455
 1642	 16.5800	  1.7039	   5.049	  98.515
 1643	 16.5800	  1.7089	   5.054	  98.575
 1644	 16.5600	  1.7139	   5.059	  98.635
 1645	 16.5600	  1.7189	   5.064	  98.695
 1646	 16.5600	  1.7239	   5.069	  98.755
 1647	 16.5600	  1.7289	   5.074	  98.815
 1648	 16.5600	  1.7339	   5.079	  98.875
 1649	 16.5600	  1.7389	   5.084	  98.935
 1650	 16.5600	  1.7439	   5.089	  98.995
 1651	 16.5600	  1.7489	   5.094	  99.055
 1652	 16.5600	  1.7539	   5.099	  99.115
 1653	 16.5600	  1.7589	   5.104	  99.175
 1654	 16.5600	  1.7639	   5.109	  99.235
 1655	 16.5600	  1.7689	   5.114	  99.295
 1656	 16.5400	  1.7739	   5.119	  99.355
 1657	 16.5600	  1.7789	   5.124	  99.415
 1658	 16.5400	  1.7851	   5.130	  99.475
 1659	 16.5400	  1.7889	   5.134	  99.535
 1660	 16.5400	  1.7939	   5.139	  99.595
 1661	 16.5400	  1.7989	   5.144	  99.655
 1662	 16.5400	  1.8051	   5.150	  99.715
 1663	 16.5400	  1.8089	   5.154	  99.775
 1664	 16.5400	  1.8151	   5.160	  99.835
 1665	 16.5400	  1.8189	   5.164	  99.895
 1666	 16.5400	  1.8251	   5.170	  99.955
 1667	 16.5400	  1.8289	   5.174	 100.015
 1668	 16.5400	  1.8351	   5.180	 100.075
 1669	 16.5400	  1.8389	   5.184	 100.135
 1670	 16.5200	  1.8451	   5.190	 100.195
 1671	 16.5200	  1.8489	   5.194	 100.255
 1672	 16.5200	  1.8551	   5.200	 100.315
 1673	 16.5200	  1.8589	   5.204	 100.375
 1674	 16.5200	  1.8651	   5.210	 100.435
 1675	 16.5200	  1.8689	   5.214	 100.495
 1676	 16.5200	  1.8751	   5.220	 100.555
 1677	 16.5200	  1.8801	   5.225	 100.615
 1678	 16.5200	  1.8851	   5.230	 100.675
 1679	 16.5200	  1.8901	   5.235	 100.735
 1680	 16.5200	  1.8951	   5.240	 100.795
 1681	 16.5200	  1.9001	   5.245	 100.855
 1682	 16.5200	  1.9051	   5.250	 100.915
 1683	 16.5200	  1.9101	   5.255	 100.975
 1684	 16.5200	  1.9151	   5.260	 101.035
 1685	 16.5200	  1.9189	   5.264	 101.095
 1686	 16.5200	  1.9251	   5.270	 101.155
 1687	 16.5200	  1.9301	   5.275	 101.215
 1688	 16.5200	  1.9339	   5.279	 101.275
 1689	 16.5200	  1.9389	   5.284	 101.335
 1690	 16.5200	  1.9439	   5.289	 101.395
 1691	 16.5200	  1.9489	   5.294	 101.455
 1692	 16.5200	  1.9551	   5.300	 101.515
 1693	 16.5200	  1.9589	   5.304	 101.575
 1694	 16.5200	  1.9651	   5.310	 101.635
 1695	 16.5200	  1.9689	   5.314	 101.695
 1696	 16.5200	  1.9751	   5.320	 101.755
 1697	 16.5200	  1.9789	   5.324	 101.815
 1698	 16.5200	  1.9851	   5.330	 101.875
 1699	 16.5200	  1.9901	   5.335	 101.935
 1700	 16.5400	  1.9951	   5.340	 101.995
 1701	 16.5400	  2.0001	   5.345	 102.055
 1702	 16.5400	  2.0051	   5.350	 102.115
 1703	 16.5400	  2.0101	   5.355	 102.175
 1704	 16.5400	  2.0151	   5.360	 102.235
 1705	 16.5400	  2.0201	   5.365	 102.295
 1706	 16.5400	  2.0251	   5.370	 102.355
 1707	 16.5400	  2.0301	   5.375	 102.415
 1708	 16.5400	  2.0351	   5.380	 102.475
 1709	 16.5400	  2.0401	   5.385	 102.535
 1710	 16.5400	  2.0451	   5.390	 102.595
 1711	 16.5400	  2.0501	   5.395	 102.655
 1712	 16.5400	  2.0551	   5.400	 102.715
 1713	 16.5400	  2.0601	   5.405	 102.775
 1714	 16.5400	  2.0651	   5.410	 102.835
 1715	 16.5400	  2.0701	   5.415	 102.895
 1716	 16.5400	  2.0751	   5.420	 102.955
 1717	 16.5400	  2.0801	   5.425	 103.015
 1718	 16.5400	  2.0851	   5.430	 103.075
 1719	 16.5600	  2.0901	   5.435	 103.135
 1720	 16.5400	  2.0951	   5.440	 103.195
 1721	 16.5600	  2.1001	   5.445	 103.255
 1722	 16.5600	  2.1051	   5.450	 103.315
 1723	 16.5600	  2.1101	   5.455	 103.375
 1724	 16.5600	  2.1151	   5.460	 103.435
 1725	 16.5600	  2.1201	   5.465	 103.495
 1726	 16.5600	  2.1251	   5.470	 103.555
 1727	 16.5600	  2.1301	   5.475	 103.615
 1728	 16.5600	  2.1351	   5.480	 103.675
 1729	 16.5600	  2.1401	   5.485	 103.735
 1730	 16.5600	  2.1451	   5.490	 103.795
 1731	 16.5600	  2.1501	   5.495	 103.855
 1732	 16.5600	  2.1551	   5.500	 103.915
 1733	 16.5600	  2.1601	   5.505	 103.975
 1734	 16.5600	  2.1651	   5.510	 104.035
 1735	 16.5600	  2.1701	   5.515	 104.095
 1736	 16.5600	  2.1751	   5.520	 104.155
 1737	 16.5600	  2.1801	   5.525	 104.215
 1738	 16.5600	  2.1851	   5.530	 104.275
 1739	 16.5600	  2.1901	   5.535	 104.335
 1740	 16.5800	  2.1951	   5.540	 104.395
 1741	 16.5600	  2.2001	   5.545	 104.455
 1742	 16.5800	  2.2051	   5.550	 104.515
 1743	 16.5800	  2.2101	   5.555	 104.575
 1744	 16.5800	  2.2151	   5.560	 104.635
 1745	 16.5800	  2.2201	   5.565	 104.695
 1746	 16.5800	  2.2251	   5.570	 104.755
 1747	 16.5800	  2.2301	   5.575	 104.815
 1748	 16.5800	  2.2351	   5.580	 104.875
 1749	 16.5800	  2.2401	   5.585	 104.935
 1750	 16.5800	  2.2451	   5.590	 104.995
 1751	 16.5800	  2.2501	   5.595	 105.055
 1752	 16.5800	  2.2564	   5.601	 105.115
 1753	 16.5800	  2.2601	   5.605	 105.175
 1754	 16.5800	  2.2664	   5.611	 105.235
 1755	 16.5800	  2.2714	   5.616	 105.295
 1756	 16.5800	  2.2764	   5.621	 105.355
 1757	 16.5800	  2.2814	   5.626	 105.415
 1758	 16.5800	  2.2864	   5.631	 105.475
 1759	 16.5800	  2.2914	   5.636	 105.535
 1760	 16.5800	  2.2964	   5.641	 105.595
 1761	 16.5800	  2.3014	   5.646	 105.655
 1762	 16.6000	  2.3064	   5.651	 105.715
 1763	 16.5800	  2.3114	   5.656	 105.775
 1764	 16.6000	  2.3164	   5.661	 105.835
 1765	 16.6000	  2.3214	   5.666	 105.895
 1766	 16.6000	  2.3264	   5.671	 105.955
 1767	 16.6000	  2.3314	   5.676	 106.015
 1768	 16.6000	  2.3364	   5.681	 106.075
 1769	 16.6000	  2.3414	   5.686	 106.135
 1770	 16.6000	  2.3464	   5.691	 106.195
 1771	 16.6000	  2.3514	   5.696	 106.255
 1772	 16.6000	  2.3564	   5.701	 106.315
 1773	 16.6000	  2.3614	   5.706	 106.375
 1774	 16.6000	  2.3664	   5.711	 106.435
 1775	 16.6000	  2.3714	   5.716	 106.495
 1776	 16.6000	  2.3764	   5.721	 106.555
 1777	 16.6000	  2.3814	   5.726	 106.615
 1778	 16.6000	  2.3864	   5.731	 106.675
 1779	 16.6000	  2.3914	   5.736	 106.735
 1780	 16.6000	  2.3964	   5.741	 106.795
 1781	 16.6000	  2.4014	   5.746	 106.855
 1782	 16.6000	  2.4064	   5.751	 106.915
 1783	 16.6000	  2.4114	   5.756	 106.975
 1784	 16.6000	  2.4164	   5.761	 107.035
 1785	 16.6000	  2.4214	   5.766	 107.095
 1786	 16.6000	  2.4264	   5.771	 107.155
 1787	 16.6000	  2.4301	   5.775	 107.215
 1788	 16.6000	  2.4364	   5.781	 107.275
 1789	 16.6000	  2.4401	   5.785	 107.335
 1790	 16.6000	  2.4464	   5.791	 107.395
 1791	 16.6000	  2.4501	   5.795	 107.455
 1792	 16.6000	  2.4564	   5.801	 107.515
 1793	 16.6000	  2.4614	   5.806	 107.575
 1794	 16.6200	  2.4651	   5.810	 107.635
 1795	 16.6200	  2.4714	   5.816	 107.695
 1796	 16.6000	  2.4764	   5.821	 107.755
 1797	 16.6200	  2.4814	   5.826	 107.815
 1798	 16.6200	  2.4864	   5.831	 107.875
 1799	 16.6200	  2.4914	   5.836	 107.935
 1800	 16.6200	  2.4964	   5.841	 107.995
 1801	 16.6200	  2.5014	   5.846	 108.055
 1802	 16.6200	  2.5064	   5.851	 108.115
 1803	 16.6200	  2.5114	   5.856	 108.175
 1804	 16.6200	  2.5164	   5.861	 108.235
 1805	 16.6200	  2.5214	   5.866	 108.295
 1806	 16.6200	  2.5264	   5.871	 108.355
 1807	 16.6200	  2.5314	   5.876	 108.415
 1808	 16.6200	  2.5364	   5.881	 108.475
 1809	 16.6200	  2.5414	   5.886	 108.535
 1810	 16.6200	  2.5464	   5.891	 108.595
 1811	 16.6200	  2.5514	   5.896	 108.655
 1812	 16.6200	  2.5564	   5.901	 108.715
 1813	 16.6200	  2.5614	   5.906	 108.775
 1814	 16.6200	  2.5664	   5.911	 108.835
 1815	 16.6200	  2.5714	   5.916	 108.895
 1816	 16.6200	  2.5764	   5.921	 108.955
 1817	 16.6200	  2.5814	   5.926	 109.015
 1818	 16.6200	  2.5864	   5.931	 109.075
 1819	 16.6200	  2.5914	   5.936	 109.135
 1820	 16.6200	  2.5964	   5.941	 109.195
 1821	 16.6200	  2.6014	   5.946	 109.255
 1822	 16.6200	  2.6064	   5.951	 109.315
 1823	 16.6200	  2.6114	   5.956	 109.375
 1824	 16.6200	  2.6164	   5.961	 109.435
 1825	 16.6200	  2.6214	   5.966	 109.495
 1826	 16.6200	  2.6264	   5.971	 109.555
 1827	 16.6200	  2.6314	   5.976	 109.615
 1828	 16.6200	  2.6364	   5.981	 109.675
 1829	 16.6200	  2.6414	   5.986	 109.735
 1830	 16.6200	  2.6464	   5.991	 109.795
 1831	 16.6200	  2.6514	   5.996	 109.855
 1832	 16.6200	  2.6564	   6.001	 109.915
 1833	 16.6200	  2.6614	   6.006	 109.975
 1834	 16.6200	  2.6664	   6.011	 110.035
 1835	 16.6200	  2.6714	   6.016	 110.095
 1836	 16.6200	  2.6764	   6.021	 110.155
 1837	 16.6200	  2.6814	   6.026	 110.215
 1838	 16.6200	  2.6864	   6.031	 110.275
 1839	 16.6200	  2.6914	   6.036	 110.335
 1840	 16.6200	  2.6964	   6.041	 110.395
 1841	 16.6200	  2.7014	   6.046	 110.455
 1842	 16.6200	  2.7064	   6.051	 110.515
 1843	 16.6200	  2.7114	   6.056	 110.575
 1844	 16.6200	  2.7164	   6.061	 110.635
 1845	 16.6200	  2.7214	   6.066	 110.695
 1846	 16.6200	  2.7264	   6.071	 110.755
 1847	 16.6200	  2.7314	   6.076	 110.815
 1848	 16.6200	  2.7364	   6.081	 110.875
 1849	 16.6200	  2.7414	   6.086	 110.935
 1850	 16.6200	  2.7464	   6.091	 110.995
 1851	 16.6200	  2.7514	   6.096	 111.055
 1852	 16.6200	  2.7564	   6.101	 111.115
 1853	 16.6200	  2.7614	   6.106	 111.175
 1854	 16.6200	  2.7664	   6.111	 111.235
 1855	 16.6200	  2.7714	   6.116	 111.295
 1856	 16.6200	  2.7764	   6.121	 111.355
 1857	 16.6200	  2.7814	   6.126	 111.415
 1858	 16.6200	  2.7864	   6.131	 111.475
 1859	 16.6200	  2.7914	   6.136	 111.535
 1860	 16.6200	  2.7964	   6.141	 111.595
 1861	 16.6200	  2.8014	   6.146	 111.655
 1862	 16.6200	  2.8064	   6.151	 111.715
 1863	 16.6200	  2.8114	   6.156	 111.775
 1864	 16.6200	  2.8176	   6.162	 111.835
 1865	 16.6200	  2.8214	   6.166	 111.895
 1866	 16.6200	  2.8276	   6.172	 111.955
 1867	 16.6200	  2.8326	   6.177	 112.015
 1868	 16.6200	  2.8376	   6.182	 112.075
 1869	 16.6200	  2.8426	   6.188	 112.135
 1870	 16.6200	  2.8476	   6.192	 112.195
 1871	 16.6200	  2.8526	   6.197	 112.255
 1872	 16.6200	  2.8576	   6.202	 112.315
 1873	 16.6200	  2.8614	   6.206	 112.375
 1874	 16.6200	  2.8676	   6.213	 112.435
 1875	 16.6200	  2.8726	   6.217	 112.495
 1876	 16.6200	  2.8776	   6.222	 112.555
 1877	 16.6000	  2.8826	   6.227	 112.615
 1878	 16.6000	  2.8876	   6.233	 112.675
 1879	 16.6000	  2.8926	   6.237	 112.735
 1880	 16.6000	  2.8976	   6.242	 112.795
 1881	 16.6000	  2.9026	   6.247	 112.855
 1882	 16.6000	  2.9076	   6.253	 112.915
 1883	 16.6000	  2.9126	   6.257	 112.975
 1884	 16.6000	  2.9176	   6.262	 113.035
 1885	 16.6000	  2.9226	   6.267	 113.095
 1886	 16.6000	  2.9276	   6.273	 113.155
 1887	 16.6000	  2.9326	   6.277	 113.215
 1888	 16.6000	  2.9376	   6.282	 113.275
 1889	 16.6000	  2.9426	   6.287	 113.335
 1890	 16.6000	  2.9476	   6.293	 113.395
 1891	 16.6000	  2.9526	   6.297	 113.455
 1892	 16.6000	  2.9576	   6.302	 113.515
 1893	 16.6000	  2.9626	   6.307	 113.575
 1894	 16.6000	  2.9676	   6.312	 113.635
 1895	 16.6000	  2.9726	   6.317	 113.695
 1896	 16.6000	  2.9776	   6.322	 113.755
 1897	 16.6000	  2.9826	   6.327	 113.815
 1898	 16.6000	  2.9876	   6.332	 113.875
 1899	 16.6000	  2.9926	   6.338	 113.935
 1900	 16.6000	  2.9976	   6.342	 113.995
 1901	 16.6000	  3.0026	   6.347	 114.055
 1902	 16.6000	  3.0076	   6.352	 114.115
 1903	 16.6000	  3.0126	   6.358	 114.175
 1904	 16.5800	  3.0176	   6.362	 114.235
 1905	 16.6000	  3.0226	   6.367	 114.295
 1906	 16.5800	  3.0276	   6.372	 114.355
 1907	 16.5800	  3.0326	   6.378	 114.415
 1908	 16.5800	  3.0376	   6.382	 114.475
 1909	 16.5800	  3.0426	   6.387	 114.535
 1910	 16.5800	  3.0476	   6.392	 114.595
 1911	 16.5800	  3.0526	   6.398	 114.655
 1912	 16.5800	  3.0576	   6.402	 114.715
 1913	 16.5800	  3.0626	   6.407	 114.775
 1914	 16.5800	  3.0676	   6.412	 114.835
 1915	 16.5800	  3.0726	   6.418	 114.895
 1916	 16.5800	  3.0776	   6.422	 114.955
 1917	 16.5800	  3.0826	   6.427	 115.015
 1918	 16.5800	  3.0876	   6.432	 115.075
 1919	 16.5800	  3.0926	   6.438	 115.135
 1920	 16.5800	  3.0976	   6.442	 115.195
 1921	 16.5800	  3.1026	   6.447	 115.255
 1922	 16.5600	  3.1076	   6.452	 115.315
 1923	 16.5800	  3.1126	   6.457	 115.375
 1924	 16.5600	  3.1176	   6.462	 115.435
 1925	 16.5600	  3.1226	   6.467	 115.495
 1926	 16.5600	  3.1276	   6.472	 115.555
 1927	 16.5600	  3.1326	   6.477	 115.615
 1928	 16.5600	  3.1376	   6.483	 115.675
 1929	 16.5600	  3.1426	   6.487	 115.735
 1930	 16.5600	  3.1476	   6.492	 115.795
 1931	 16.5600	  3.1526	   6.497	 115.855
 1932	 16.5600	  3.1576	   6.503	 115.915
 1933	 16.5600	  3.1626	   6.507	 115.975
 1934	 16.5600	  3.1676	   6.512	 116.035
 1935	 16.5600	  3.1726	   6.517	 116.095
 1936	 16.5600	  3.1776	   6.523	 116.155
 1937	 16.5400	  3.1826	   6.527	 116.215
 1938	 16.5400	  3.1876	   6.532	 116.275
 1939	 16.5400	  3.1926	   6.537	 116.335
 1940	 16.5400	  3.1976	   6.543	 116.395
 1941	 16.5400	  3.2026	   6.547	 116.455
 1942	 16.5400	  3.2076	   6.552	 116.515
 1943	 16.5400	  3.2126	   6.557	 116.575
 1944	 16.5400	  3.2176	   6.562	 116.635
 1945	 16.5400	  3.2226	   6.567	 116.695
 1946	 16.5400	  3.2276	   6.572	 116.755
 1947	 16.5400	  3.2339	   6.579	 116.815
 1948	 16.5400	  3.2376	   6.582	 116.875
 1949	 16.5200	  3.2439	   6.589	 116.935
 1950	 16.5200	  3.2476	   6.592	 116.995
 1951	 16.5200	  3.2539	   6.599	 117.055
 1952	 16.5200	  3.2589	   6.604	 117.115
 1953	 16.5200	  3.2639	   6.609	 117.175
 1954	 16.5200	  3.2689	   6.614	 117.235
 1955	 16.5200	  3.2739	   6.619	 117.295
 1956	 16.5200	  3.2789	   6.624	 117.355
 1957	 16.5200	  3.2839	   6.629	 117.415
 1958	 16.5000	  3.2889	   6.634	 117.475
 1959	 16.5000	  3.2939	   6.639	 117.535
