0
Diameter:	   8.10
   1.00
Area:	  51.5300
GaugeLength:	  50.00
2009-1-1
al envelhecido
001
DataNumber:	2600
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 2494	 12.4000	  5.9776	   9.323	 149.635
 2495	 12.4000	  5.9826	   9.327	 149.695
 2496	 12.3800	  5.9876	   9.332	 149.755
 2497	 12.3600	  5.9926	   9.337	 149.815
 2498	 12.3600	  5.9976	   9.342	 149.875
 2499	 12.3400	  6.0026	   9.347	 149.935
 2500	 12.3200	  6.0076	   9.352	 149.995
 2501	 12.3000	  6.0126	   9.358	 150.055
 2502	 12.3000	  6.0176	   9.363	 150.115
 2503	 12.2800	  6.0226	   9.367	 150.175
 2504	 12.2600	  6.0276	   9.372	 150.235
 2505	 12.2400	  6.0326	   9.377	 150.295
 2506	 12.2400	  6.0376	   9.382	 150.355
 2507	 12.2200	  6.0426	   9.387	 150.415
 2508	 12.2000	  6.0476	   9.392	 150.475
 2509	 12.2000	  6.0526	   9.398	 150.535
 2510	 12.1800	  6.0576	   9.403	 150.595
 2511	 12.1600	  6.0626	   9.407	 150.655
 2512	 12.1400	  6.0676	   9.412	 150.715
 2513	 12.1400	  6.0726	   9.417	 150.775
 2514	 12.1200	  6.0776	   9.422	 150.835
 2515	 12.1000	  6.0826	   9.427	 150.895
 2516	 12.0800	  6.0876	   9.432	 150.955
 2517	 12.0800	  6.0926	   9.438	 151.015
 2518	 12.0600	  6.0976	   9.443	 151.075
 2519	 12.0400	  6.1026	   9.448	 151.135
 2520	 12.0200	  6.1076	   9.452	 151.195
 2521	 12.0000	  6.1126	   9.457	 151.255
 2522	 11.9800	  6.1176	   9.462	 151.315
 2523	 11.3200	  6.1289	   9.474	 151.375
 2524	  0.4000	  6.1351	   9.480	 151.435
 2525	  0.0800	  6.1401	   9.485	 151.495
 2526	  0.0600	  6.1451	   9.490	 151.555
 2527	  0.0600	  6.1501	   9.495	 151.615
 2528	  0.0600	  6.1551	   9.500	 151.675
 2529	  0.0600	  6.1601	   9.505	 151.735
 2530	  0.0600	  6.1651	   9.510	 151.795
 2531	  0.0600	  6.1701	   9.515	 151.855
 2532	  0.0600	  6.1751	   9.520	 151.915
 2533	  0.0600	  6.1801	   9.525	 151.975
 2534	  0.0600	  6.1851	   9.530	 152.035
 2535	  0.0600	  6.1901	   9.535	 152.095
 2536	  0.0600	  6.1951	   9.540	 152.155
 2537	  0.0600	  6.2001	   9.545	 152.215
 2538	  0.0600	  6.2051	   9.550	 152.275
 2539	  0.0600	  6.2101	   9.555	 152.335
 2540	  0.0600	  6.2151	   9.560	 152.395
 2541	  0.0600	  6.2201	   9.565	 152.455
 2542	  0.0600	  6.2251	   9.570	 152.515
 2543	  0.0600	  6.2301	   9.575	 152.575
 2544	  0.0600	  6.2351	   9.580	 152.635
 2545	  0.0600	  6.2401	   9.585	 152.695
 2546	  0.0600	  6.2464	   9.591	 152.755
 2547	  0.0600	  6.2514	   9.596	 152.815
 2548	  0.0600	  6.2564	   9.601	 152.875
 2549	  0.0600	  6.2614	   9.606	 152.935
 2550	  0.0600	  6.2664	   9.611	 152.995
 2551	  0.0600	  6.2714	   9.616	 153.055
 2552	  0.0600	  6.2764	   9.621	 153.115
 2553	  0.0600	  6.2814	   9.626	 153.175
 2554	  0.0600	  6.2864	   9.631	 153.235
 2555	  0.0600	  6.2914	   9.636	 153.295
 2556	  0.0600	  6.2964	   9.641	 153.355
 2557	  0.0600	  6.3014	   9.646	 153.415
 2558	  0.0600	  6.3064	   9.651	 153.475
 2559	  0.0600	  6.3114	   9.656	 153.535
 2560	  0.0600	  6.3164	   9.661	 153.595
 2561	  0.0600	  6.3214	   9.666	 153.655
 2562	  0.0600	  6.3264	   9.671	 153.715
 2563	  0.0600	  6.3314	   9.676	 153.775
 2564	  0.0600	  6.3364	   9.681	 153.835
 2565	  0.0600	  6.3414	   9.686	 153.895
 2566	  0.0600	  6.3464	   9.691	 153.955
 2567	  0.0600	  6.3514	   9.696	 154.015
 2568	  0.0600	  6.3564	   9.701	 154.075
 2569	  0.0600	  6.3614	   9.706	 154.135
 2570	  0.0600	  6.3664	   9.711	 154.195
 2571	  0.0600	  6.3714	   9.716	 154.255
 2572	  0.0600	  6.3764	   9.721	 154.315
 2573	  0.0600	  6.3814	   9.726	 154.375
 2574	  0.0600	  6.3864	   9.731	 154.435
 2575	  0.0600	  6.3914	   9.736	 154.495
 2576	  0.0600	  6.3964	   9.741	 154.555
 2577	  0.0600	  6.4014	   9.746	 154.615
 2578	  0.0600	  6.4064	   9.751	 154.675
 2579	  0.0600	  6.4114	   9.756	 154.735
 2580	  0.0600	  6.4164	   9.761	 154.795
 2581	  0.0600	  6.4214	   9.766	 154.855
 2582	  0.0600	  6.4264	   9.771	 154.915
 2583	  0.0600	  6.4314	   9.776	 154.975
 2584	  0.0600	  6.4364	   9.781	 155.035
 2585	  0.0600	  6.4414	   9.786	 155.095
 2586	  0.0600	  6.4464	   9.791	 155.155
 2587	  0.0600	  6.4514	   9.796	 155.215
 2588	  0.0600	  6.4564	   9.801	 155.275
 2589	  0.0600	  6.4614	   9.806	 155.335
 2590	  0.0600	  6.4664	   9.811	 155.395
 2591	  0.0600	  6.4714	   9.816	 155.455
 2592	  0.0600	  6.4764	   9.821	 155.515
 2593	  0.0600	  6.4814	   9.826	 155.575
 2594	  0.0600	  6.4864	   9.831	 155.635
 2595	  0.0600	  6.4914	   9.836	 155.695
 2596	  0.0600	  6.4964	   9.841	 155.755
 2597	  0.0600	  6.5014	   9.846	 155.815
 2598	  0.0600	  6.5064	   9.851	 155.875
 2599	  0.0600	  6.5114	   9.856	 155.935
ControlMode:	0
Rate:	  5.0000
(null)
4
step	1
0
5.000000
0.000000
1
1
0.500000
2
step	2
1
5.000000
0.000000
1
1
2.000000
3
step	3
5
2.000000
0.000000
1
0
30.000000
4
step	4
8
0.000000
0.000000
0
0
0.000000
0
2
