0
Diameter:	   3.00
   6.00
Area:	  18.0000
Gauge:	  25.00
2009-1-20
Polimero
amostra 20mm/min
DataNumber:	3772
Order	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1128	  0.2200	 56.5375	  56.537	  67.675
 1129	  0.2200	 56.5875	  56.587	  67.735
 1130	  0.2200	 56.6375	  56.637	  67.795
 1131	  0.2200	 56.6887	  56.689	  67.855
 1132	  0.2200	 56.7388	  56.739	  67.915
 1133	  0.2200	 56.7887	  56.789	  67.975
 1134	  0.2200	 56.8387	  56.839	  68.035
 1135	  0.2200	 56.8887	  56.889	  68.095
 1136	  0.2200	 56.9400	  56.940	  68.155
 1137	  0.2200	 56.9888	  56.989	  68.215
 1138	  0.2200	 57.0400	  57.040	  68.275
 1139	  0.2200	 57.0900	  57.090	  68.335
 1140	  0.2200	 57.1413	  57.141	  68.395
 1141	  0.2200	 57.1900	  57.190	  68.455
 1142	  0.2200	 57.2388	  57.239	  68.515
 1143	  0.2200	 57.2887	  57.289	  68.575
 1144	  0.2200	 57.3387	  57.339	  68.635
 1145	  0.2200	 57.3900	  57.390	  68.695
 1146	  0.2200	 57.4400	  57.440	  68.755
 1147	  0.2200	 57.4900	  57.490	  68.815
 1148	  0.2200	 57.5400	  57.540	  68.875
 1149	  0.2200	 57.5900	  57.590	  68.935
 1150	  0.2200	 57.6400	  57.640	  68.995
 1151	  0.2200	 57.6900	  57.690	  69.055
 1152	  0.2200	 57.7412	  57.741	  69.115
 1153	  0.2200	 57.7912	  57.791	  69.175
 1154	  0.2200	 57.8425	  57.842	  69.235
 1155	  0.2200	 57.8925	  57.892	  69.295
 1156	  0.2200	 57.9412	  57.941	  69.355
 1157	  0.2200	 57.9912	  57.991	  69.415
 1158	  0.2200	 58.0425	  58.042	  69.475
 1159	  0.2200	 58.0925	  58.092	  69.535
 1160	  0.2200	 58.1412	  58.141	  69.595
 1161	  0.2200	 58.1925	  58.192	  69.655
 1162	  0.2200	 58.2425	  58.243	  69.715
 1163	  0.2200	 58.2925	  58.292	  69.775
 1164	  0.2200	 58.3425	  58.342	  69.835
 1165	  0.2200	 58.3937	  58.394	  69.895
 1166	  0.2200	 58.4437	  58.444	  69.955
 1167	  0.2200	 58.4937	  58.494	  70.015
 1168	  0.2200	 58.5437	  58.544	  70.075
 1169	  0.2200	 58.5938	  58.594	  70.135
 1170	  0.2200	 58.6450	  58.645	  70.195
 1171	  0.2200	 58.6937	  58.694	  70.255
 1172	  0.2200	 58.7450	  58.745	  70.315
 1173	  0.2200	 58.7950	  58.795	  70.375
 1174	  0.2200	 58.8450	  58.845	  70.435
 1175	  0.2200	 58.8950	  58.895	  70.495
 1176	  0.2200	 58.9450	  58.945	  70.555
 1177	  0.2200	 58.9963	  58.996	  70.615
 1178	  0.2200	 59.0450	  59.045	  70.675
 1179	  0.2200	 59.0962	  59.096	  70.735
 1180	  0.2200	 59.1450	  59.145	  70.795
 1181	  0.2200	 59.1950	  59.195	  70.855
 1182	  0.2200	 59.2450	  59.245	  70.915
 1183	  0.2200	 59.2962	  59.296	  70.975
 1184	  0.2200	 59.3450	  59.345	  71.035
 1185	  0.2200	 59.3950	  59.395	  71.095
 1186	  0.2200	 59.4462	  59.446	  71.155
 1187	  0.2200	 59.4963	  59.496	  71.215
 1188	  0.2200	 59.5462	  59.546	  71.275
 1189	  0.2200	 59.5962	  59.596	  71.335
 1190	  0.2200	 59.6475	  59.647	  71.395
 1191	  0.2200	 59.6962	  59.696	  71.455
 1192	  0.2200	 59.7463	  59.746	  71.515
 1193	  0.2200	 59.7962	  59.796	  71.575
 1194	  0.2200	 59.8462	  59.846	  71.635
 1195	  0.2200	 59.8962	  59.896	  71.695
 1196	  0.2200	 59.9462	  59.946	  71.755
 1197	  0.2200	 59.9975	  59.997	  71.815
 1198	  0.2200	 60.0475	  60.047	  71.875
 1199	  0.2200	 60.0975	  60.097	  71.935
 1200	  0.2200	 60.1475	  60.147	  71.995
 1201	  0.2200	 60.1975	  60.197	  72.055
 1202	  0.2200	 60.2475	  60.247	  72.115
 1203	  0.2200	 60.2975	  60.297	  72.175
 1204	  0.2200	 60.3475	  60.347	  72.235
 1205	  0.2200	 60.3975	  60.397	  72.295
 1206	  0.2200	 60.4475	  60.447	  72.355
 1207	  0.2200	 60.4975	  60.497	  72.415
 1208	  0.2200	 60.5487	  60.549	  72.475
 1209	  0.2200	 60.5975	  60.597	  72.535
 1210	  0.2200	 60.6475	  60.647	  72.595
 1211	  0.2200	 60.6987	  60.699	  72.655
 1212	  0.2200	 60.7475	  60.747	  72.715
 1213	  0.2200	 60.7987	  60.799	  72.775
 1214	  0.2200	 60.8487	  60.849	  72.835
 1215	  0.2200	 60.8988	  60.899	  72.895
 1216	  0.2200	 60.9487	  60.949	  72.955
 1217	  0.2200	 60.9987	  60.999	  73.015
 1218	  0.2200	 61.0487	  61.049	  73.075
 1219	  0.2200	 61.0987	  61.099	  73.135
 1220	  0.2200	 61.1488	  61.149	  73.195
 1221	  0.2200	 61.1987	  61.199	  73.255
 1222	  0.2200	 61.2500	  61.250	  73.315
 1223	  0.2200	 61.2987	  61.299	  73.375
 1224	  0.2200	 61.3500	  61.350	  73.435
 1225	  0.2200	 61.4000	  61.400	  73.495
 1226	  0.2200	 61.4500	  61.450	  73.555
 1227	  0.2200	 61.5000	  61.500	  73.615
 1228	  0.2200	 61.5500	  61.550	  73.675
 1229	  0.2200	 61.6000	  61.600	  73.735
 1230	  0.2200	 61.6500	  61.650	  73.795
 1231	  0.2200	 61.7000	  61.700	  73.855
 1232	  0.2200	 61.7512	  61.751	  73.915
 1233	  0.2200	 61.8013	  61.801	  73.975
 1234	  0.2200	 61.8500	  61.850	  74.035
 1235	  0.2200	 61.9012	  61.901	  74.095
 1236	  0.2200	 61.9512	  61.951	  74.155
 1237	  0.2200	 62.0012	  62.001	  74.215
 1238	  0.2200	 62.0525	  62.052	  74.275
 1239	  0.2200	 62.1025	  62.102	  74.335
 1240	  0.2200	 62.1537	  62.154	  74.395
 1241	  0.2200	 62.2025	  62.202	  74.455
 1242	  0.2200	 62.2537	  62.254	  74.515
 1243	  0.2200	 62.3037	  62.304	  74.575
 1244	  0.2200	 62.3525	  62.352	  74.635
 1245	  0.2200	 62.4025	  62.403	  74.695
 1246	  0.2200	 62.4537	  62.454	  74.755
 1247	  0.2200	 62.5037	  62.504	  74.815
 1248	  0.2200	 62.5537	  62.554	  74.875
 1249	  0.2200	 62.6037	  62.604	  74.935
 1250	  0.2200	 62.6537	  62.654	  74.995
 1251	  0.2200	 62.7037	  62.704	  75.055
 1252	  0.2200	 62.7550	  62.755	  75.115
 1253	  0.2200	 62.8050	  62.805	  75.175
 1254	  0.2200	 62.8550	  62.855	  75.235
 1255	  0.2200	 62.9050	  62.905	  75.295
 1256	  0.2200	 62.9562	  62.956	  75.355
 1257	  0.2200	 63.0062	  63.006	  75.415
 1258	  0.2200	 63.0562	  63.056	  75.475
 1259	  0.2200	 63.1062	  63.106	  75.535
 1260	  0.2200	 63.1562	  63.156	  75.595
 1261	  0.2200	 63.2075	  63.208	  75.655
 1262	  0.2200	 63.2562	  63.256	  75.715
 1263	  0.2200	 63.3075	  63.307	  75.775
 1264	  0.2200	 63.3575	  63.357	  75.835
 1265	  0.2200	 63.4075	  63.407	  75.895
 1266	  0.2200	 63.4575	  63.458	  75.955
 1267	  0.2200	 63.5087	  63.509	  76.015
 1268	  0.2200	 63.5575	  63.557	  76.075
 1269	  0.2200	 63.6075	  63.607	  76.135
 1270	  0.2200	 63.6587	  63.659	  76.195
 1271	  0.2200	 63.7087	  63.709	  76.255
 1272	  0.2200	 63.7587	  63.759	  76.315
 1273	  0.2200	 63.8088	  63.809	  76.375
 1274	  0.2200	 63.8600	  63.860	  76.435
 1275	  0.2200	 63.9100	  63.910	  76.495
 1276	  0.2200	 63.9587	  63.959	  76.555
 1277	  0.2200	 64.0100	  64.010	  76.615
 1278	  0.2200	 64.0600	  64.060	  76.675
 1279	  0.2200	 64.1100	  64.110	  76.735
 1280	  0.2200	 64.1600	  64.160	  76.795
 1281	  0.2200	 64.2113	  64.211	  76.855
 1282	  0.2200	 64.2612	  64.261	  76.915
 1283	  0.2200	 64.3112	  64.311	  76.975
 1284	  0.2200	 64.3613	  64.361	  77.035
 1285	  0.2200	 64.4112	  64.411	  77.095
 1286	  0.2200	 64.4613	  64.461	  77.155
 1287	  0.2200	 64.5112	  64.511	  77.215
 1288	  0.2200	 64.5625	  64.562	  77.275
 1289	  0.2200	 64.6125	  64.612	  77.335
 1290	  0.2200	 64.6625	  64.662	  77.395
 1291	  0.2200	 64.7125	  64.713	  77.455
 1292	  0.2200	 64.7625	  64.762	  77.515
 1293	  0.2200	 64.8125	  64.812	  77.575
 1294	  0.2200	 64.8625	  64.862	  77.635
 1295	  0.2200	 64.9137	  64.914	  77.695
 1296	  0.2200	 64.9637	  64.964	  77.755
 1297	  0.2200	 65.0137	  65.014	  77.815
 1298	  0.2200	 65.0638	  65.064	  77.875
 1299	  0.2200	 65.1137	  65.114	  77.935
 1300	  0.2200	 65.1637	  65.164	  77.995
 1301	  0.2200	 65.2137	  65.214	  78.055
 1302	  0.2200	 65.2650	  65.265	  78.115
 1303	  0.2200	 65.3150	  65.315	  78.175
 1304	  0.2200	 65.3650	  65.365	  78.235
 1305	  0.2200	 65.4150	  65.415	  78.295
 1306	  0.2200	 65.4637	  65.464	  78.355
 1307	  0.2200	 65.5137	  65.514	  78.415
 1308	  0.2200	 65.5638	  65.564	  78.475
 1309	  0.2200	 65.6137	  65.614	  78.535
 1310	  0.2200	 65.6637	  65.664	  78.595
 1311	  0.2200	 65.7137	  65.714	  78.655
 1312	  0.2200	 65.7637	  65.764	  78.715
 1313	  0.2200	 65.8150	  65.815	  78.775
 1314	  0.2200	 65.8637	  65.864	  78.835
 1315	  0.2200	 65.9150	  65.915	  78.895
 1316	  0.2200	 65.9650	  65.965	  78.955
 1317	  0.2200	 66.0163	  66.016	  79.015
 1318	  0.2200	 66.0650	  66.065	  79.075
 1319	  0.2200	 66.1150	  66.115	  79.135
 1320	  0.2200	 66.1663	  66.166	  79.195
 1321	  0.2200	 66.2162	  66.216	  79.255
 1322	  0.2200	 66.2675	  66.268	  79.315
 1323	  0.2200	 66.3175	  66.317	  79.375
 1324	  0.2200	 66.3675	  66.368	  79.435
 1325	  0.2200	 66.4175	  66.417	  79.495
 1326	  0.2200	 66.4675	  66.467	  79.555
 1327	  0.2200	 66.5187	  66.519	  79.615
 1328	  0.2200	 66.5675	  66.567	  79.675
 1329	  0.2200	 66.6188	  66.619	  79.735
 1330	  0.2200	 66.6675	  66.667	  79.795
 1331	  0.2200	 66.7188	  66.719	  79.855
 1332	  0.2200	 66.7687	  66.769	  79.915
 1333	  0.2200	 66.8187	  66.819	  79.975
 1334	  0.2200	 66.8688	  66.869	  80.035
 1335	  0.2200	 66.9187	  66.919	  80.095
 1336	  0.2200	 66.9700	  66.970	  80.155
 1337	  0.2200	 67.0200	  67.020	  80.215
 1338	  0.2200	 67.0687	  67.069	  80.275
 1339	  0.2200	 67.1188	  67.119	  80.335
 1340	  0.2200	 67.1700	  67.170	  80.395
 1341	  0.2200	 67.2200	  67.220	  80.455
 1342	  0.2200	 67.2700	  67.270	  80.515
 1343	  0.2200	 67.3200	  67.320	  80.575
 1344	  0.2200	 67.3700	  67.370	  80.635
 1345	  0.2200	 67.4200	  67.420	  80.695
 1346	  0.2200	 67.4700	  67.470	  80.755
 1347	  0.2200	 67.5212	  67.521	  80.815
 1348	  0.2200	 67.5700	  67.570	  80.875
 1349	  0.2200	 67.6200	  67.620	  80.935
 1350	  0.2400	 67.6700	  67.670	  80.995
 1351	  0.2400	 67.7200	  67.720	  81.055
 1352	  0.2400	 67.7712	  67.771	  81.115
 1353	  0.2200	 67.8200	  67.820	  81.175
 1354	  0.2200	 67.8712	  67.871	  81.235
 1355	  0.2200	 67.9212	  67.921	  81.295
 1356	  0.2200	 67.9712	  67.971	  81.355
 1357	  0.2200	 68.0212	  68.021	  81.415
 1358	  0.2200	 68.0725	  68.073	  81.475
 1359	  0.2200	 68.1225	  68.122	  81.535
 1360	  0.2400	 68.1712	  68.171	  81.595
 1361	  0.2400	 68.2212	  68.221	  81.655
 1362	  0.2200	 68.2712	  68.271	  81.715
 1363	  0.2200	 68.3225	  68.323	  81.775
 1364	  0.2200	 68.3725	  68.372	  81.835
 1365	  0.2200	 68.4225	  68.423	  81.895
 1366	  0.2200	 68.4725	  68.472	  81.955
 1367	  0.2200	 68.5238	  68.524	  82.015
 1368	  0.2400	 68.5725	  68.573	  82.075
 1369	  0.2200	 68.6225	  68.622	  82.135
 1370	  0.2200	 68.6738	  68.674	  82.195
 1371	  0.2400	 68.7225	  68.722	  82.255
 1372	  0.2400	 68.7738	  68.774	  82.315
 1373	  0.2200	 68.8237	  68.824	  82.375
 1374	  0.2400	 68.8737	  68.874	  82.435
 1375	  0.2400	 68.9238	  68.924	  82.495
 1376	  0.2200	 68.9725	  68.972	  82.555
 1377	  0.2200	 69.0238	  69.024	  82.615
 1378	  0.2400	 69.0737	  69.074	  82.675
 1379	  0.2400	 69.1237	  69.124	  82.735
 1380	  0.2200	 69.1738	  69.174	  82.795
 1381	  0.2400	 69.2237	  69.224	  82.855
 1382	  0.2400	 69.2738	  69.274	  82.915
 1383	  0.2400	 69.3237	  69.324	  82.975
 1384	  0.2400	 69.3737	  69.374	  83.035
 1385	  0.2400	 69.4238	  69.424	  83.095
 1386	  0.2400	 69.4750	  69.475	  83.155
 1387	  0.2400	 69.5238	  69.524	  83.215
 1388	  0.2200	 69.5750	  69.575	  83.275
 1389	  0.2400	 69.6250	  69.625	  83.335
 1390	  0.2400	 69.6750	  69.675	  83.395
 1391	  0.2200	 69.7250	  69.725	  83.455
 1392	  0.2400	 69.7750	  69.775	  83.515
 1393	  0.2400	 69.8250	  69.825	  83.575
 1394	  0.2400	 69.8750	  69.875	  83.635
 1395	  0.2400	 69.9262	  69.926	  83.695
 1396	  0.2400	 69.9750	  69.975	  83.755
 1397	  0.2400	 70.0262	  70.026	  83.815
 1398	  0.2400	 70.0762	  70.076	  83.875
 1399	  0.2400	 70.1263	  70.126	  83.935
 1400	  0.2200	 70.1750	  70.175	  83.995
 1401	  0.2400	 70.2250	  70.225	  84.055
 1402	  0.2400	 70.2762	  70.276	  84.115
 1403	  0.2400	 70.3262	  70.326	  84.175
 1404	  0.2400	 70.3763	  70.376	  84.235
 1405	  0.2400	 70.4262	  70.426	  84.295
 1406	  0.2400	 70.4775	  70.478	  84.355
 1407	  0.2400	 70.5275	  70.527	  84.415
 1408	  0.2400	 70.5775	  70.577	  84.475
 1409	  0.2400	 70.6275	  70.627	  84.535
 1410	  0.2400	 70.6775	  70.677	  84.595
 1411	  0.2400	 70.7275	  70.728	  84.655
 1412	  0.2400	 70.7775	  70.777	  84.715
 1413	  0.2400	 70.8288	  70.829	  84.775
 1414	  0.2400	 70.8775	  70.877	  84.835
 1415	  0.2400	 70.9287	  70.929	  84.895
 1416	  0.2400	 70.9788	  70.979	  84.955
 1417	  0.2400	 71.0287	  71.029	  85.015
 1418	  0.2400	 71.0788	  71.079	  85.075
 1419	  0.2400	 71.1287	  71.129	  85.135
 1420	  0.2400	 71.1787	  71.179	  85.195
 1421	  0.2400	 71.2288	  71.229	  85.255
 1422	  0.2400	 71.2800	  71.280	  85.315
 1423	  0.2400	 71.3300	  71.330	  85.375
 1424	  0.2400	 71.3800	  71.380	  85.435
 1425	  0.2400	 71.4300	  71.430	  85.495
 1426	  0.2400	 71.4800	  71.480	  85.555
 1427	  0.2400	 71.5300	  71.530	  85.615
 1428	  0.2400	 71.5800	  71.580	  85.675
 1429	  0.2400	 71.6312	  71.631	  85.735
 1430	  0.2400	 71.6800	  71.680	  85.795
 1431	  0.2400	 71.7312	  71.731	  85.855
 1432	  0.2400	 71.7812	  71.781	  85.915
 1433	  0.2400	 71.8312	  71.831	  85.975
 1434	  0.2400	 71.8812	  71.881	  86.035
 1435	  0.2400	 71.9313	  71.931	  86.095
 1436	  0.2400	 71.9812	  71.981	  86.155
 1437	  0.2400	 72.0312	  72.031	  86.215
 1438	  0.2400	 72.0812	  72.081	  86.275
 1439	  0.2400	 72.1312	  72.131	  86.335
 1440	  0.2400	 72.1825	  72.182	  86.395
 1441	  0.2400	 72.2312	  72.231	  86.455
 1442	  0.2400	 72.2825	  72.283	  86.515
 1443	  0.2400	 72.3325	  72.332	  86.575
 1444	  0.2400	 72.3825	  72.382	  86.635
 1445	  0.2400	 72.4325	  72.432	  86.695
 1446	  0.2400	 72.4825	  72.482	  86.755
 1447	  0.2400	 72.5325	  72.533	  86.815
 1448	  0.2400	 72.5825	  72.582	  86.875
 1449	  0.2400	 72.6338	  72.634	  86.935
 1450	  0.2400	 72.6837	  72.684	  86.995
 1451	  0.2400	 72.7337	  72.734	  87.055
 1452	  0.2400	 72.7837	  72.784	  87.115
 1453	  0.2400	 72.8325	  72.832	  87.175
 1454	  0.2400	 72.8838	  72.884	  87.235
 1455	  0.2400	 72.9325	  72.932	  87.295
 1456	  0.2400	 72.9837	  72.984	  87.355
 1457	  0.2400	 73.0337	  73.034	  87.415
 1458	  0.2400	 73.0837	  73.084	  87.475
 1459	  0.2400	 73.1338	  73.134	  87.535
 1460	  0.2400	 73.1837	  73.184	  87.595
 1461	  0.2400	 73.2337	  73.234	  87.655
 1462	  0.2400	 73.2837	  73.284	  87.715
 1463	  0.2400	 73.3337	  73.334	  87.775
 1464	  0.2400	 73.3838	  73.384	  87.835
 1465	  0.2400	 73.4350	  73.435	  87.895
 1466	  0.2400	 73.4850	  73.485	  87.955
 1467	  0.2400	 73.5362	  73.536	  88.015
 1468	  0.2400	 73.5850	  73.585	  88.075
 1469	  0.2400	 73.6350	  73.635	  88.135
 1470	  0.2400	 73.6862	  73.686	  88.195
 1471	  0.2400	 73.7363	  73.736	  88.255
 1472	  0.2400	 73.7862	  73.786	  88.315
 1473	  0.2400	 73.8363	  73.836	  88.375
 1474	  0.2400	 73.8875	  73.887	  88.435
 1475	  0.2400	 73.9362	  73.936	  88.495
 1476	  0.2400	 73.9863	  73.986	  88.555
 1477	  0.2400	 74.0375	  74.037	  88.615
 1478	  0.2400	 74.0875	  74.088	  88.675
 1479	  0.2400	 74.1375	  74.137	  88.735
 1480	  0.2400	 74.1875	  74.188	  88.795
 1481	  0.2400	 74.2375	  74.237	  88.855
 1482	  0.2400	 74.2875	  74.287	  88.915
 1483	  0.2400	 74.3387	  74.339	  88.975
 1484	  0.2400	 74.3887	  74.389	  89.035
 1485	  0.2400	 74.4388	  74.439	  89.095
 1486	  0.2400	 74.4900	  74.490	  89.155
 1487	  0.2400	 74.5400	  74.540	  89.215
 1488	  0.2400	 74.5887	  74.589	  89.275
 1489	  0.2400	 74.6387	  74.639	  89.335
 1490	  0.2400	 74.6900	  74.690	  89.395
 1491	  0.2400	 74.7400	  74.740	  89.455
 1492	  0.2400	 74.7913	  74.791	  89.515
 1493	  0.2400	 74.8412	  74.841	  89.575
 1494	  0.2400	 74.8913	  74.891	  89.635
 1495	  0.2400	 74.9412	  74.941	  89.695
 1496	  0.2400	 74.9912	  74.991	  89.755
 1497	  0.2400	 75.0425	  75.042	  89.815
 1498	  0.2400	 75.0925	  75.092	  89.875
 1499	  0.2400	 75.1425	  75.143	  89.935
 1500	  0.2400	 75.1925	  75.192	  89.995
 1501	  0.2400	 75.2425	  75.243	  90.055
 1502	  0.2400	 75.2925	  75.292	  90.115
 1503	  0.2400	 75.3425	  75.342	  90.175
 1504	  0.2400	 75.3925	  75.393	  90.235
 1505	  0.2400	 75.4425	  75.442	  90.295
 1506	  0.2400	 75.4938	  75.494	  90.355
 1507	  0.2400	 75.5437	  75.544	  90.415
 1508	  0.2400	 75.5950	  75.595	  90.475
 1509	  0.2400	 75.6450	  75.645	  90.535
 1510	  0.2400	 75.6937	  75.694	  90.595
 1511	  0.2400	 75.7450	  75.745	  90.655
 1512	  0.2400	 75.7950	  75.795	  90.715
 1513	  0.2400	 75.8450	  75.845	  90.775
 1514	  0.2400	 75.8937	  75.894	  90.835
 1515	  0.2400	 75.9437	  75.944	  90.895
 1516	  0.2400	 75.9938	  75.994	  90.955
 1517	  0.2400	 76.0450	  76.045	  91.015
 1518	  0.2400	 76.0938	  76.094	  91.075
 1519	  0.2400	 76.1437	  76.144	  91.135
 1520	  0.2400	 76.1950	  76.195	  91.195
 1521	  0.2400	 76.2450	  76.245	  91.255
 1522	  0.2400	 76.2950	  76.295	  91.315
 1523	  0.2400	 76.3450	  76.345	  91.375
 1524	  0.2400	 76.3962	  76.396	  91.435
 1525	  0.2400	 76.4463	  76.446	  91.495
 1526	  0.2400	 76.4950	  76.495	  91.555
 1527	  0.2400	 76.5462	  76.546	  91.615
 1528	  0.2400	 76.5962	  76.596	  91.675
 1529	  0.2400	 76.6475	  76.647	  91.735
 1530	  0.2400	 76.6950	  76.695	  91.795
 1531	  0.2400	 76.7462	  76.746	  91.855
 1532	  0.2400	 76.7962	  76.796	  91.915
 1533	  0.2400	 76.8462	  76.846	  91.975
 1534	  0.2400	 76.8962	  76.896	  92.035
 1535	  0.2400	 76.9463	  76.946	  92.095
 1536	  0.2400	 76.9962	  76.996	  92.155
 1537	  0.2400	 77.0462	  77.046	  92.215
 1538	  0.2400	 77.0975	  77.097	  92.275
 1539	  0.2400	 77.1475	  77.147	  92.335
 1540	  0.2400	 77.1975	  77.197	  92.395
 1541	  0.2400	 77.2475	  77.247	  92.455
 1542	  0.2400	 77.2975	  77.298	  92.515
 1543	  0.2400	 77.3475	  77.347	  92.575
 1544	  0.2400	 77.3975	  77.397	  92.635
 1545	  0.2400	 77.4475	  77.447	  92.695
 1546	  0.2400	 77.4962	  77.496	  92.755
 1547	  0.2400	 77.5475	  77.548	  92.815
 1548	  0.2400	 77.5975	  77.597	  92.875
 1549	  0.2400	 77.6488	  77.649	  92.935
 1550	  0.2400	 77.6975	  77.697	  92.995
 1551	  0.2400	 77.7475	  77.747	  93.055
 1552	  0.2400	 77.7988	  77.799	  93.115
 1553	  0.2400	 77.8487	  77.849	  93.175
 1554	  0.2400	 77.8988	  77.899	  93.235
 1555	  0.2400	 77.9487	  77.949	  93.295
 1556	  0.2400	 78.0000	  78.000	  93.355
 1557	  0.2400	 78.0488	  78.049	  93.415
 1558	  0.2400	 78.1000	  78.100	  93.475
 1559	  0.2400	 78.1488	  78.149	  93.535
 1560	  0.2400	 78.1987	  78.199	  93.595
 1561	  0.2400	 78.2487	  78.249	  93.655
 1562	  0.2400	 78.2988	  78.299	  93.715
 1563	  0.2400	 78.3500	  78.350	  93.775
 1564	  0.2400	 78.4000	  78.400	  93.835
 1565	  0.2400	 78.4500	  78.450	  93.895
 1566	  0.2400	 78.5000	  78.500	  93.955
 1567	  0.2400	 78.5500	  78.550	  94.015
 1568	  0.2400	 78.6000	  78.600	  94.075
 1569	  0.2400	 78.6500	  78.650	  94.135
 1570	  0.2400	 78.7012	  78.701	  94.195
 1571	  0.2400	 78.7513	  78.751	  94.255
 1572	  0.2400	 78.8012	  78.801	  94.315
 1573	  0.2400	 78.8512	  78.851	  94.375
 1574	  0.2400	 78.9012	  78.901	  94.435
 1575	  0.2400	 78.9512	  78.951	  94.495
 1576	  0.2400	 79.0013	  79.001	  94.555
 1577	  0.2400	 79.0525	  79.052	  94.615
 1578	  0.2400	 79.1012	  79.101	  94.675
 1579	  0.2400	 79.1525	  79.152	  94.735
 1580	  0.2400	 79.2025	  79.202	  94.795
 1581	  0.2400	 79.2525	  79.252	  94.855
 1582	  0.2400	 79.3025	  79.302	  94.915
 1583	  0.2400	 79.3537	  79.354	  94.975
 1584	  0.2400	 79.4025	  79.402	  95.035
 1585	  0.2400	 79.4487	  79.449	  95.095
 1586	  0.2400	 79.5000	  79.500	  95.155
 1587	  0.2400	 79.5500	  79.550	  95.215
 1588	  0.2400	 79.6000	  79.600	  95.275
 1589	  0.2400	 79.6500	  79.650	  95.335
 1590	  0.2400	 79.7000	  79.700	  95.395
 1591	  0.2400	 79.7500	  79.750	  95.455
 1592	  0.2400	 79.8012	  79.801	  95.515
 1593	  0.2400	 79.8500	  79.850	  95.575
 1594	  0.2400	 79.9000	  79.900	  95.635
 1595	  0.2400	 79.9512	  79.951	  95.695
 1596	  0.2400	 80.0013	  80.001	  95.755
 1597	  0.2400	 80.0512	  80.051	  95.815
 1598	  0.2400	 80.1012	  80.101	  95.875
 1599	  0.2400	 80.1525	  80.152	  95.935
 1600	  0.2400	 80.2012	  80.201	  95.995
 1601	  0.2400	 80.2513	  80.251	  96.055
 1602	  0.2400	 80.3025	  80.302	  96.115
 1603	  0.2400	 80.3512	  80.351	  96.175
 1604	  0.2400	 80.4012	  80.401	  96.235
 1605	  0.2400	 80.4512	  80.451	  96.295
 1606	  0.2400	 80.5025	  80.502	  96.355
 1607	  0.2400	 80.5512	  80.551	  96.415
 1608	  0.2400	 80.6025	  80.603	  96.475
 1609	  0.2400	 80.6512	  80.651	  96.535
 1610	  0.2400	 80.7012	  80.701	  96.595
 1611	  0.2400	 80.7525	  80.752	  96.655
 1612	  0.2400	 80.8025	  80.802	  96.715
 1613	  0.2400	 80.8525	  80.853	  96.775
 1614	  0.2400	 80.9025	  80.902	  96.835
 1615	  0.2400	 80.9525	  80.952	  96.895
 1616	  0.2400	 81.0025	  81.002	  96.955
 1617	  0.2400	 81.0537	  81.054	  97.015
 1618	  0.2400	 81.1037	  81.104	  97.075
 1619	  0.2400	 81.1525	  81.152	  97.135
 1620	  0.2400	 81.2038	  81.204	  97.195
 1621	  0.2400	 81.2537	  81.254	  97.255
 1622	  0.2400	 81.3037	  81.304	  97.315
 1623	  0.2400	 81.3537	  81.354	  97.375
 1624	  0.2400	 81.4037	  81.404	  97.435
 1625	  0.2400	 81.4538	  81.454	  97.495
 1626	  0.2400	 81.5037	  81.504	  97.555
 1627	  0.2400	 81.5550	  81.555	  97.615
 1628	  0.2400	 81.6037	  81.604	  97.675
 1629	  0.2400	 81.6550	  81.655	  97.735
 1630	  0.2400	 81.7050	  81.705	  97.795
 1631	  0.2400	 81.7550	  81.755	  97.855
 1632	  0.2400	 81.8050	  81.805	  97.915
 1633	  0.2400	 81.8562	  81.856	  97.975
 1634	  0.2400	 81.9062	  81.906	  98.035
 1635	  0.2400	 81.9562	  81.956	  98.095
 1636	  0.2400	 82.0062	  82.006	  98.155
 1637	  0.2400	 82.0563	  82.056	  98.215
 1638	  0.2400	 82.1075	  82.107	  98.275
 1639	  0.2400	 82.1562	  82.156	  98.335
 1640	  0.2400	 82.2075	  82.207	  98.395
 1641	  0.2400	 82.2575	  82.257	  98.455
 1642	  0.2400	 82.3075	  82.307	  98.515
 1643	  0.2400	 82.3575	  82.357	  98.575
 1644	  0.2400	 82.4075	  82.408	  98.635
 1645	  0.2400	 82.4587	  82.459	  98.695
 1646	  0.2400	 82.5075	  82.507	  98.755
 1647	  0.2400	 82.5587	  82.559	  98.815
 1648	  0.2400	 82.6087	  82.609	  98.875
 1649	  0.2400	 82.6600	  82.660	  98.935
 1650	  0.2400	 82.7100	  82.710	  98.995
 1651	  0.2400	 82.7600	  82.760	  99.055
 1652	  0.2400	 82.8100	  82.810	  99.115
 1653	  0.2400	 82.8600	  82.860	  99.175
 1654	  0.2400	 82.9112	  82.911	  99.235
 1655	  0.2400	 82.9613	  82.961	  99.295
 1656	  0.2400	 83.0112	  83.011	  99.355
 1657	  0.2400	 83.0612	  83.061	  99.415
 1658	  0.2400	 83.1125	  83.112	  99.475
 1659	  0.2400	 83.1625	  83.162	  99.535
 1660	  0.2400	 83.2125	  83.213	  99.595
 1661	  0.2400	 83.2625	  83.262	  99.655
