0
Diameter:	   3.00
   6.00
Area:	  18.0000
Gauge:	  25.00
2009-1-20
Polimero
amostra 20mm/min
DataNumber:	3772
Order	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 2759	  0.2400	138.3288	 138.329	 165.535
 2760	  0.2400	138.3788	 138.379	 165.595
 2761	  0.2600	138.4287	 138.429	 165.655
 2762	  0.2400	138.4787	 138.479	 165.715
 2763	  0.2400	138.5287	 138.529	 165.775
 2764	  0.2600	138.5788	 138.579	 165.835
 2765	  0.2400	138.6300	 138.630	 165.895
 2766	  0.2600	138.6787	 138.679	 165.955
 2767	  0.2400	138.7300	 138.730	 166.015
 2768	  0.2400	138.7800	 138.780	 166.075
 2769	  0.2400	138.8300	 138.830	 166.135
 2770	  0.2400	138.8788	 138.879	 166.195
 2771	  0.2400	138.9287	 138.929	 166.255
 2772	  0.2400	138.9800	 138.980	 166.315
 2773	  0.2600	139.0300	 139.030	 166.375
 2774	  0.2600	139.0800	 139.080	 166.435
 2775	  0.2400	139.1300	 139.130	 166.495
 2776	  0.2400	139.1800	 139.180	 166.555
 2777	  0.2600	139.2300	 139.230	 166.615
 2778	  0.2600	139.2800	 139.280	 166.675
 2779	  0.2400	139.3300	 139.330	 166.735
 2780	  0.2600	139.3800	 139.380	 166.795
 2781	  0.2600	139.4312	 139.431	 166.855
 2782	  0.2600	139.4800	 139.480	 166.915
 2783	  0.2400	139.5300	 139.530	 166.975
 2784	  0.2400	139.5800	 139.580	 167.035
 2785	  0.2400	139.6300	 139.630	 167.095
 2786	  0.2600	139.6800	 139.680	 167.155
 2787	  0.2600	139.7300	 139.730	 167.215
 2788	  0.2600	139.7800	 139.780	 167.275
 2789	  0.2600	139.8300	 139.830	 167.335
 2790	  0.2600	139.8800	 139.880	 167.395
 2791	  0.2400	139.9300	 139.930	 167.455
 2792	  0.2600	139.9812	 139.981	 167.515
 2793	  0.2600	140.0312	 140.031	 167.575
 2794	  0.2600	140.0800	 140.080	 167.635
 2795	  0.2600	140.1300	 140.130	 167.695
 2796	  0.2600	140.1800	 140.180	 167.755
 2797	  0.2600	140.2312	 140.231	 167.815
 2798	  0.2400	140.2800	 140.280	 167.875
 2799	  0.2600	140.3313	 140.331	 167.935
 2800	  0.2600	140.3812	 140.381	 167.995
 2801	  0.2600	140.4312	 140.431	 168.055
 2802	  0.2600	140.4812	 140.481	 168.115
 2803	  0.2600	140.5312	 140.531	 168.175
 2804	  0.2600	140.5813	 140.581	 168.235
 2805	  0.2600	140.6312	 140.631	 168.295
 2806	  0.2400	140.6825	 140.682	 168.355
 2807	  0.2600	140.7325	 140.732	 168.415
 2808	  0.2400	140.7825	 140.783	 168.475
 2809	  0.2600	140.8325	 140.833	 168.535
 2810	  0.2600	140.8825	 140.882	 168.595
 2811	  0.2600	140.9325	 140.932	 168.655
 2812	  0.2600	140.9825	 140.982	 168.715
 2813	  0.2600	141.0338	 141.034	 168.775
 2814	  0.2600	141.0837	 141.084	 168.835
 2815	  0.2600	141.1337	 141.134	 168.895
 2816	  0.2600	141.1837	 141.184	 168.955
 2817	  0.2600	141.2350	 141.235	 169.015
 2818	  0.2600	141.2838	 141.284	 169.075
 2819	  0.2600	141.3337	 141.334	 169.135
 2820	  0.2600	141.3850	 141.385	 169.195
 2821	  0.2600	141.4350	 141.435	 169.255
 2822	  0.2600	141.4863	 141.486	 169.315
 2823	  0.2600	141.5350	 141.535	 169.375
 2824	  0.2600	141.5862	 141.586	 169.435
 2825	  0.2600	141.6362	 141.636	 169.495
 2826	  0.2600	141.6850	 141.685	 169.555
 2827	  0.2600	141.7363	 141.736	 169.615
 2828	  0.2600	141.7862	 141.786	 169.675
 2829	  0.2600	141.8362	 141.836	 169.735
 2830	  0.2600	141.8875	 141.887	 169.795
 2831	  0.2600	141.9375	 141.938	 169.855
 2832	  0.2600	141.9875	 141.988	 169.915
 2833	  0.2600	142.0375	 142.037	 169.975
 2834	  0.2600	142.0875	 142.087	 170.035
 2835	  0.2600	142.1387	 142.139	 170.095
 2836	  0.2600	142.1888	 142.189	 170.155
 2837	  0.2600	142.2388	 142.239	 170.215
 2838	  0.2600	142.2900	 142.290	 170.275
 2839	  0.2600	142.3387	 142.339	 170.335
 2840	  0.2600	142.3900	 142.390	 170.395
 2841	  0.2600	142.4400	 142.440	 170.455
 2842	  0.2600	142.4900	 142.490	 170.515
 2843	  0.2600	142.5400	 142.540	 170.575
 2844	  0.2600	142.5900	 142.590	 170.635
 2845	  0.2600	142.6400	 142.640	 170.695
 2846	  0.2600	142.6900	 142.690	 170.755
 2847	  0.2600	142.7412	 142.741	 170.815
 2848	  0.2600	142.7912	 142.791	 170.875
 2849	  0.2600	142.8412	 142.841	 170.935
 2850	  0.2600	142.8913	 142.891	 170.995
 2851	  0.2600	142.9413	 142.941	 171.055
 2852	  0.2600	142.9912	 142.991	 171.115
 2853	  0.2600	143.0412	 143.041	 171.175
 2854	  0.2600	143.0925	 143.092	 171.235
 2855	  0.2600	143.1413	 143.141	 171.295
 2856	  0.2600	143.1925	 143.192	 171.355
 2857	  0.2600	143.2425	 143.242	 171.415
 2858	  0.2600	143.2925	 143.292	 171.475
 2859	  0.2600	143.3425	 143.342	 171.535
 2860	  0.2600	143.3913	 143.391	 171.595
 2861	  0.2600	143.4425	 143.442	 171.655
 2862	  0.2600	143.4925	 143.492	 171.715
 2863	  0.2600	143.5437	 143.544	 171.775
 2864	  0.2600	143.5925	 143.592	 171.835
 2865	  0.2600	143.6425	 143.643	 171.895
 2866	  0.2600	143.6937	 143.694	 171.955
 2867	  0.2600	143.7437	 143.744	 172.015
 2868	  0.2600	143.7937	 143.794	 172.075
 2869	  0.2600	143.8438	 143.844	 172.135
 2870	  0.2600	143.8938	 143.894	 172.195
 2871	  0.2600	143.9437	 143.944	 172.255
 2872	  0.2600	143.9937	 143.994	 172.315
 2873	  0.2600	144.0437	 144.044	 172.375
 2874	  0.2600	144.0938	 144.094	 172.435
 2875	  0.2600	144.1438	 144.144	 172.495
 2876	  0.2600	144.1937	 144.194	 172.555
 2877	  0.2600	144.2450	 144.245	 172.615
 2878	  0.2600	144.2950	 144.295	 172.675
 2879	  0.2600	144.3450	 144.345	 172.735
 2880	  0.2600	144.3950	 144.395	 172.795
 2881	  0.2600	144.4462	 144.446	 172.855
 2882	  0.2600	144.4962	 144.496	 172.915
 2883	  0.2600	144.5462	 144.546	 172.975
 2884	  0.2600	144.5963	 144.596	 173.035
 2885	  0.2600	144.6450	 144.645	 173.095
 2886	  0.2600	144.6950	 144.695	 173.155
 2887	  0.2600	144.7450	 144.745	 173.215
 2888	  0.2600	144.7962	 144.796	 173.275
 2889	  0.2600	144.8463	 144.846	 173.335
 2890	  0.2600	144.8962	 144.896	 173.395
 2891	  0.2600	144.9462	 144.946	 173.455
 2892	  0.2600	144.9975	 144.997	 173.515
 2893	  0.2600	145.0462	 145.046	 173.575
 2894	  0.2600	145.0975	 145.098	 173.635
 2895	  0.2600	145.1475	 145.147	 173.695
 2896	  0.2600	145.1975	 145.197	 173.755
 2897	  0.2600	145.2487	 145.249	 173.815
 2898	  0.2600	145.2988	 145.299	 173.875
 2899	  0.2600	145.3487	 145.349	 173.935
 2900	  0.2600	145.3987	 145.399	 173.995
 2901	  0.2600	145.4487	 145.449	 174.055
 2902	  0.2600	145.5000	 145.500	 174.115
 2903	  0.2600	145.5500	 145.550	 174.175
 2904	  0.2600	145.6000	 145.600	 174.235
 2905	  0.2600	145.6500	 145.650	 174.295
 2906	  0.2600	145.7012	 145.701	 174.355
 2907	  0.2600	145.7513	 145.751	 174.415
 2908	  0.2600	145.8013	 145.801	 174.475
 2909	  0.2600	145.8512	 145.851	 174.535
 2910	  0.2600	145.9012	 145.901	 174.595
 2911	  0.2600	145.9525	 145.952	 174.655
 2912	  0.2600	146.0013	 146.001	 174.715
 2913	  0.2600	146.0525	 146.052	 174.775
 2914	  0.2600	146.1025	 146.102	 174.835
 2915	  0.2600	146.1537	 146.154	 174.895
 2916	  0.2600	146.2025	 146.202	 174.955
 2917	  0.2600	146.2538	 146.254	 175.015
 2918	  0.2600	146.3037	 146.304	 175.075
 2919	  0.2600	146.3537	 146.354	 175.135
 2920	  0.2600	146.4037	 146.404	 175.195
 2921	  0.2600	146.4525	 146.452	 175.255
 2922	  0.2600	146.5025	 146.503	 175.315
 2923	  0.2600	146.5525	 146.552	 175.375
 2924	  0.2600	146.6037	 146.604	 175.435
 2925	  0.2600	146.6537	 146.654	 175.495
 2926	  0.2600	146.7025	 146.702	 175.555
 2927	  0.2600	146.7538	 146.754	 175.615
 2928	  0.2600	146.8037	 146.804	 175.675
 2929	  0.2600	146.8537	 146.854	 175.735
 2930	  0.2600	146.9037	 146.904	 175.795
 2931	  0.2600	146.9538	 146.954	 175.855
 2932	  0.2600	147.0038	 147.004	 175.915
 2933	  0.2600	147.0550	 147.055	 175.975
 2934	  0.2600	147.1050	 147.105	 176.035
 2935	  0.2600	147.1537	 147.154	 176.095
 2936	  0.2600	147.2038	 147.204	 176.155
 2937	  0.2600	147.2538	 147.254	 176.215
 2938	  0.2600	147.3050	 147.305	 176.275
 2939	  0.2600	147.3537	 147.354	 176.335
 2940	  0.2600	147.4050	 147.405	 176.395
 2941	  0.2600	147.4550	 147.455	 176.455
 2942	  0.2600	147.5050	 147.505	 176.515
 2943	  0.2600	147.5550	 147.555	 176.575
 2944	  0.2600	147.6050	 147.605	 176.635
 2945	  0.2600	147.6537	 147.654	 176.695
 2946	  0.2600	147.7038	 147.704	 176.755
 2947	  0.2600	147.7550	 147.755	 176.815
 2948	  0.2600	147.8050	 147.805	 176.875
 2949	  0.2600	147.8550	 147.855	 176.935
 2950	  0.2600	147.9050	 147.905	 176.995
 2951	  0.2600	147.9550	 147.955	 177.055
 2952	  0.2600	148.0050	 148.005	 177.115
 2953	  0.2600	148.0550	 148.055	 177.175
 2954	  0.2600	148.1050	 148.105	 177.235
 2955	  0.2600	148.1550	 148.155	 177.295
 2956	  0.2600	148.2050	 148.205	 177.355
 2957	  0.2600	148.2550	 148.255	 177.415
 2958	  0.2600	148.3050	 148.305	 177.475
 2959	  0.2600	148.3550	 148.355	 177.535
 2960	  0.2600	148.4050	 148.405	 177.595
 2961	  0.2600	148.4550	 148.455	 177.655
 2962	  0.2600	148.5050	 148.505	 177.715
 2963	  0.2600	148.5550	 148.555	 177.775
 2964	  0.2600	148.6050	 148.605	 177.835
 2965	  0.2600	148.6562	 148.656	 177.895
 2966	  0.2600	148.7050	 148.705	 177.955
 2967	  0.2600	148.7562	 148.756	 178.015
 2968	  0.2600	148.8062	 148.806	 178.075
 2969	  0.2600	148.8562	 148.856	 178.135
 2970	  0.2600	148.9062	 148.906	 178.195
 2971	  0.2600	148.9563	 148.956	 178.255
 2972	  0.2600	149.0062	 149.006	 178.315
 2973	  0.2600	149.0562	 149.056	 178.375
 2974	  0.2600	149.1062	 149.106	 178.435
 2975	  0.2600	149.1562	 149.156	 178.495
 2976	  0.2600	149.2063	 149.206	 178.555
 2977	  0.2600	149.2575	 149.257	 178.615
 2978	  0.2600	149.3062	 149.306	 178.675
 2979	  0.2600	149.3575	 149.357	 178.735
 2980	  0.2600	149.4075	 149.408	 178.795
 2981	  0.2600	149.4575	 149.458	 178.855
 2982	  0.2600	149.5075	 149.507	 178.915
 2983	  0.2600	149.5587	 149.559	 178.975
 2984	  0.2600	149.6087	 149.609	 179.035
 2985	  0.2600	149.6575	 149.658	 179.095
 2986	  0.2600	149.7075	 149.708	 179.155
 2987	  0.2600	149.7575	 149.757	 179.215
 2988	  0.2600	149.8087	 149.809	 179.275
 2989	  0.2600	149.8587	 149.859	 179.335
 2990	  0.2600	149.9088	 149.909	 179.395
 2991	  0.2600	149.9587	 149.959	 179.455
 2992	  0.2600	150.0087	 150.009	 179.515
 2993	  0.2600	150.0587	 150.059	 179.575
 2994	  0.2600	150.1087	 150.109	 179.635
 2995	  0.2600	150.1588	 150.159	 179.695
 2996	  0.2600	150.2087	 150.209	 179.755
 2997	  0.2600	150.2600	 150.260	 179.815
 2998	  0.2600	150.3100	 150.310	 179.875
 2999	  0.2600	150.3600	 150.360	 179.935
 3000	  0.2600	150.4100	 150.410	 179.995
 3001	  0.2600	150.4600	 150.460	 180.055
 3002	  0.2600	150.5112	 150.511	 180.115
 3003	  0.2600	150.5612	 150.561	 180.175
 3004	  0.2600	150.6113	 150.611	 180.235
 3005	  0.2600	150.6612	 150.661	 180.295
 3006	  0.2600	150.7112	 150.711	 180.355
 3007	  0.2600	150.7612	 150.761	 180.415
 3008	  0.2600	150.8112	 150.811	 180.475
 3009	  0.2600	150.8613	 150.861	 180.535
 3010	  0.2600	150.9112	 150.911	 180.595
 3011	  0.2600	150.9625	 150.962	 180.655
 3012	  0.2600	151.0112	 151.011	 180.715
 3013	  0.2600	151.0625	 151.062	 180.775
 3014	  0.2600	151.1125	 151.113	 180.835
 3015	  0.2600	151.1625	 151.162	 180.895
 3016	  0.2600	151.2125	 151.212	 180.955
 3017	  0.2600	151.2637	 151.264	 181.015
 3018	  0.2600	151.3125	 151.312	 181.075
 3019	  0.2600	151.3625	 151.363	 181.135
 3020	  0.2600	151.4137	 151.414	 181.195
 3021	  0.2600	151.4637	 151.464	 181.255
 3022	  0.2600	151.5137	 151.514	 181.315
 3023	  0.2600	151.5638	 151.564	 181.375
 3024	  0.2600	151.6137	 151.614	 181.435
 3025	  0.2600	151.6637	 151.664	 181.495
 3026	  0.2600	151.7137	 151.714	 181.555
 3027	  0.2600	151.7637	 151.764	 181.615
 3028	  0.2600	151.8138	 151.814	 181.675
 3029	  0.2600	151.8637	 151.864	 181.735
 3030	  0.2600	151.9137	 151.914	 181.795
 3031	  0.2600	151.9637	 151.964	 181.855
 3032	  0.2600	152.0137	 152.014	 181.915
 3033	  0.2600	152.0650	 152.065	 181.975
 3034	  0.2600	152.1137	 152.114	 182.035
 3035	  0.2600	152.1637	 152.164	 182.095
 3036	  0.2600	152.2150	 152.215	 182.155
 3037	  0.2600	152.2637	 152.264	 182.215
 3038	  0.2600	152.3150	 152.315	 182.275
 3039	  0.2400	152.3587	 152.359	 182.335
 3040	  0.2400	152.4088	 152.409	 182.395
 3041	  0.2400	152.4587	 152.459	 182.455
 3042	  0.2400	152.5100	 152.510	 182.515
 3043	  0.2400	152.5600	 152.560	 182.575
 3044	  0.2400	152.6100	 152.610	 182.635
 3045	  0.2400	152.6600	 152.660	 182.695
 3046	  0.2400	152.7100	 152.710	 182.755
 3047	  0.2400	152.7612	 152.761	 182.815
 3048	  0.2400	152.8100	 152.810	 182.875
 3049	  0.2400	152.8613	 152.861	 182.935
 3050	  0.2400	152.9112	 152.911	 182.995
 3051	  0.2400	152.9612	 152.961	 183.055
 3052	  0.2400	153.0112	 153.011	 183.115
 3053	  0.2400	153.0612	 153.061	 183.175
 3054	  0.2400	153.1125	 153.113	 183.235
 3055	  0.2400	153.1625	 153.162	 183.295
 3056	  0.2400	153.2125	 153.212	 183.355
 3057	  0.2400	153.2625	 153.262	 183.415
 3058	  0.2400	153.3138	 153.314	 183.475
 3059	  0.2400	153.3637	 153.364	 183.535
 3060	  0.2400	153.4137	 153.414	 183.595
 3061	  0.2400	153.4637	 153.464	 183.655
 3062	  0.2400	153.5137	 153.514	 183.715
 3063	  0.2400	153.5650	 153.565	 183.775
 3064	  0.2400	153.6150	 153.615	 183.835
 3065	  0.2400	153.6650	 153.665	 183.895
 3066	  0.2400	153.7150	 153.715	 183.955
 3067	  0.2400	153.7663	 153.766	 184.015
 3068	  0.2400	153.8163	 153.816	 184.075
 3069	  0.2400	153.8662	 153.866	 184.135
 3070	  0.2400	153.9175	 153.917	 184.195
 3071	  0.2400	153.9662	 153.966	 184.255
 3072	  0.2400	154.0175	 154.018	 184.315
 3073	  0.2400	154.0675	 154.067	 184.375
 3074	  0.2400	154.1187	 154.119	 184.435
 3075	  0.2400	154.1687	 154.169	 184.495
 3076	  0.2400	154.2175	 154.217	 184.555
 3077	  0.2400	154.2688	 154.269	 184.615
 3078	  0.2400	154.3187	 154.319	 184.675
 3079	  0.2400	154.3687	 154.369	 184.735
 3080	  0.2400	154.4187	 154.419	 184.795
 3081	  0.2400	154.4700	 154.470	 184.855
 3082	  0.2400	154.5200	 154.520	 184.915
 3083	  0.2400	154.5700	 154.570	 184.975
 3084	  0.2400	154.6212	 154.621	 185.035
 3085	  0.2400	154.6700	 154.670	 185.095
 3086	  0.2400	154.7213	 154.721	 185.155
 3087	  0.2400	154.7712	 154.771	 185.215
 3088	  0.2400	154.8212	 154.821	 185.275
 3089	  0.2400	154.8712	 154.871	 185.335
 3090	  0.2400	154.9225	 154.923	 185.395
 3091	  0.2400	154.9713	 154.971	 185.455
 3092	  0.2400	155.0225	 155.022	 185.515
 3093	  0.2400	155.0725	 155.072	 185.575
 3094	  0.2400	155.1225	 155.122	 185.635
 3095	  0.2400	155.1725	 155.173	 185.695
 3096	  0.2400	155.2225	 155.223	 185.755
 3097	  0.2400	155.2737	 155.274	 185.815
 3098	  0.2400	155.3237	 155.324	 185.875
 3099	  0.2400	155.3725	 155.372	 185.935
 3100	  0.2400	155.4225	 155.423	 185.995
 3101	  0.2400	155.4725	 155.473	 186.055
 3102	  0.2400	155.5237	 155.524	 186.115
 3103	  0.2200	155.5737	 155.574	 186.175
 3104	  0.2200	155.6237	 155.624	 186.235
 3105	  0.2400	155.6738	 155.674	 186.295
 3106	  0.2400	155.7250	 155.725	 186.355
 3107	  0.2200	155.7737	 155.774	 186.415
 3108	  0.2200	155.8250	 155.825	 186.475
 3109	  0.2400	155.8750	 155.875	 186.535
 3110	  0.2400	155.9250	 155.925	 186.595
 3111	  0.2400	155.9750	 155.975	 186.655
 3112	  0.2200	156.0250	 156.025	 186.715
 3113	  0.2200	156.0750	 156.075	 186.775
 3114	  0.2200	156.1212	 156.121	 186.835
 3115	  0.2200	156.1725	 156.173	 186.895
 3116	  0.2200	156.2225	 156.223	 186.955
 3117	  0.2200	156.2737	 156.274	 187.015
 3118	  0.2200	156.3225	 156.322	 187.075
 3119	  0.2200	156.3725	 156.372	 187.135
 3120	  0.2200	156.4238	 156.424	 187.195
 3121	  0.2200	156.4737	 156.474	 187.255
 3122	  0.2200	156.5237	 156.524	 187.315
 3123	  0.2200	156.5737	 156.574	 187.375
 3124	  0.2200	156.6237	 156.624	 187.435
 3125	  0.2200	156.6738	 156.674	 187.495
 3126	  0.2200	156.7237	 156.724	 187.555
 3127	  0.2200	156.7750	 156.775	 187.615
 3128	  0.2200	156.8250	 156.825	 187.675
 3129	  0.2200	156.8750	 156.875	 187.735
 3130	  0.2200	156.9250	 156.925	 187.795
 3131	  0.2200	156.9750	 156.975	 187.855
 3132	  0.2200	157.0250	 157.025	 187.915
 3133	  0.2200	157.0762	 157.076	 187.975
 3134	  0.2200	157.1263	 157.126	 188.035
 3135	  0.2200	157.1750	 157.175	 188.095
 3136	  0.2200	157.2262	 157.226	 188.155
 3137	  0.2200	157.2762	 157.276	 188.215
 3138	  0.2200	157.3262	 157.326	 188.275
 3139	  0.2200	157.3763	 157.376	 188.335
 3140	  0.2200	157.4275	 157.427	 188.395
 3141	  0.2000	157.4750	 157.475	 188.455
 3142	  0.2000	157.5262	 157.526	 188.515
 3143	  0.2000	157.5762	 157.576	 188.575
 3144	  0.2000	157.6263	 157.626	 188.635
 3145	  0.2000	157.6775	 157.677	 188.695
 3146	  0.2000	157.7262	 157.726	 188.755
 3147	  0.2000	157.7775	 157.777	 188.815
 3148	  0.2000	157.8275	 157.827	 188.875
 3149	  0.2000	157.8788	 157.879	 188.935
 3150	  0.1800	157.9287	 157.929	 188.995
 3151	  0.1800	157.9787	 157.979	 189.055
 3152	  0.1800	158.0287	 158.029	 189.115
 3153	  0.1800	158.0788	 158.079	 189.175
 3154	  0.1800	158.1300	 158.130	 189.235
 3155	  0.1800	158.1800	 158.180	 189.295
 3156	  0.1800	158.2300	 158.230	 189.355
 3157	  0.1800	158.2800	 158.280	 189.415
 3158	  0.1800	158.3313	 158.331	 189.475
 3159	  0.1800	158.3812	 158.381	 189.535
 3160	  0.1800	158.4312	 158.431	 189.595
 3161	  0.1800	158.4812	 158.481	 189.655
 3162	  0.1800	158.5312	 158.531	 189.715
 3163	  0.1800	158.5825	 158.582	 189.775
 3164	  0.1800	158.6325	 158.632	 189.835
 3165	  0.1800	158.6837	 158.684	 189.895
 3166	  0.1800	158.7325	 158.732	 189.955
 3167	  0.1800	158.7838	 158.784	 190.015
 3168	  0.1800	158.8337	 158.834	 190.075
 3169	  0.1800	158.8837	 158.884	 190.135
 3170	  0.1800	158.9337	 158.934	 190.195
 3171	  0.1800	158.9837	 158.984	 190.255
 3172	  0.1800	159.0350	 159.035	 190.315
 3173	  0.1800	159.0850	 159.085	 190.375
 3174	  0.1800	159.1350	 159.135	 190.435
 3175	  0.1800	159.1850	 159.185	 190.495
 3176	  0.1800	159.2350	 159.235	 190.555
 3177	  0.1800	159.2850	 159.285	 190.615
 3178	  0.1800	159.3350	 159.335	 190.675
 3179	  0.1800	159.3850	 159.385	 190.735
 3180	  0.1600	159.4337	 159.434	 190.795
 3181	  0.1600	159.4850	 159.485	 190.855
 3182	  0.1600	159.5350	 159.535	 190.915
 3183	  0.1600	159.5850	 159.585	 190.975
 3184	  0.1600	159.6350	 159.635	 191.035
 3185	  0.1600	159.6850	 159.685	 191.095
 3186	  0.1600	159.7363	 159.736	 191.155
 3187	  0.1600	159.7850	 159.785	 191.215
 3188	  0.1600	159.8362	 159.836	 191.275
 3189	  0.1600	159.8862	 159.886	 191.335
 3190	  0.1600	159.9362	 159.936	 191.395
 3191	  0.1600	159.9863	 159.986	 191.455
 3192	  0.1600	160.0362	 160.036	 191.515
 3193	  0.1600	160.0862	 160.086	 191.575
 3194	  0.1600	160.1362	 160.136	 191.635
 3195	  0.1600	160.1875	 160.188	 191.695
 3196	  0.1600	160.2363	 160.236	 191.755
 3197	  0.1600	160.2862	 160.286	 191.815
 3198	  0.1600	160.3362	 160.336	 191.875
 3199	  0.1600	160.3862	 160.386	 191.935
 3200	  0.1600	160.4362	 160.436	 191.995
 3201	  0.1600	160.4863	 160.486	 192.055
 3202	  0.1600	160.5362	 160.536	 192.115
 3203	  0.1600	160.5862	 160.586	 192.175
 3204	  0.1600	160.6375	 160.637	 192.235
 3205	  0.1600	160.6875	 160.688	 192.295
 3206	  0.1600	160.7375	 160.738	 192.355
 3207	  0.1600	160.7875	 160.787	 192.415
 3208	  0.1400	160.8375	 160.837	 192.475
 3209	  0.1600	160.8875	 160.887	 192.535
 3210	  0.1400	160.9375	 160.938	 192.595
 3211	  0.1600	160.9887	 160.989	 192.655
 3212	  0.1400	161.0375	 161.037	 192.715
 3213	  0.1400	161.0887	 161.089	 192.775
 3214	  0.1400	161.1375	 161.137	 192.835
 3215	  0.1400	161.1888	 161.189	 192.895
 3216	  0.1400	161.2387	 161.239	 192.955
 3217	  0.1400	161.2887	 161.289	 193.015
 3218	  0.1400	161.3387	 161.339	 193.075
 3219	  0.1400	161.3887	 161.389	 193.135
 3220	  0.1400	161.4400	 161.440	 193.195
 3221	  0.1400	161.4887	 161.489	 193.255
 3222	  0.1400	161.5400	 161.540	 193.315
 3223	  0.1400	161.5900	 161.590	 193.375
 3224	  0.1400	161.6413	 161.641	 193.435
 3225	  0.1400	161.6900	 161.690	 193.495
 3226	  0.1400	161.7400	 161.740	 193.555
 3227	  0.1200	161.7900	 161.790	 193.615
 3228	  0.1200	161.8400	 161.840	 193.675
 3229	  0.1400	161.8913	 161.891	 193.735
 3230	  0.1400	161.9413	 161.941	 193.795
 3231	  0.1400	161.9912	 161.991	 193.855
 3232	  0.1400	162.0425	 162.042	 193.915
 3233	  0.1200	162.0925	 162.092	 193.975
 3234	  0.1400	162.1425	 162.143	 194.035
 3235	  0.1400	162.1925	 162.192	 194.095
 3236	  0.1200	162.2437	 162.244	 194.155
 3237	  0.1200	162.2937	 162.294	 194.215
 3238	  0.1200	162.3438	 162.344	 194.275
 3239	  0.1200	162.3938	 162.394	 194.335
 3240	  0.1200	162.4450	 162.445	 194.395
 3241	  0.1200	162.4950	 162.495	 194.455
 3242	  0.1200	162.5450	 162.545	 194.515
 3243	  0.1200	162.5950	 162.595	 194.575
 3244	  0.1200	162.6450	 162.645	 194.635
 3245	  0.1200	162.6950	 162.695	 194.695
 3246	  0.1200	162.7450	 162.745	 194.755
 3247	  0.1200	162.7962	 162.796	 194.815
 3248	  0.1200	162.8463	 162.846	 194.875
 3249	  0.1200	162.8962	 162.896	 194.935
 3250	  0.1200	162.9462	 162.946	 194.995
 3251	  0.1200	162.9962	 162.996	 195.055
 3252	  0.1200	163.0475	 163.048	 195.115
 3253	  0.1200	163.0975	 163.098	 195.175
 3254	  0.1200	163.1487	 163.149	 195.235
 3255	  0.1200	163.1975	 163.197	 195.295
 3256	  0.1200	163.2487	 163.249	 195.355
 3257	  0.1200	163.2988	 163.299	 195.415
 3258	  0.1200	163.3487	 163.349	 195.475
 3259	  0.1200	163.3987	 163.399	 195.535
 3260	  0.1200	163.4487	 163.449	 195.595
 3261	  0.1200	163.4987	 163.499	 195.655
 3262	  0.1200	163.5488	 163.549	 195.715
 3263	  0.1200	163.6000	 163.600	 195.775
 3264	  0.1200	163.6500	 163.650	 195.835
 3265	  0.1200	163.7000	 163.700	 195.895
 3266	  0.1200	163.7500	 163.750	 195.955
 3267	  0.1200	163.8012	 163.801	 196.015
 3268	  0.1200	163.8500	 163.850	 196.075
 3269	  0.1200	163.9000	 163.900	 196.135
 3270	  0.1200	163.9512	 163.951	 196.195
 3271	  0.1200	164.0013	 164.001	 196.255
 3272	  0.1200	164.0512	 164.051	 196.315
 3273	  0.1200	164.1012	 164.101	 196.375
 3274	  0.1200	164.1512	 164.151	 196.435
 3275	  0.1200	164.2012	 164.201	 196.495
 3276	  0.1200	164.2513	 164.251	 196.555
 3277	  0.1200	164.3012	 164.301	 196.615
 3278	  0.1200	164.3512	 164.351	 196.675
 3279	  0.1200	164.4025	 164.402	 196.735
 3280	  0.1000	164.4512	 164.451	 196.795
 3281	  0.1200	164.5025	 164.503	 196.855
 3282	  0.1200	164.5512	 164.551	 196.915
 3283	  0.1200	164.6025	 164.602	 196.975
 3284	  0.1000	164.6512	 164.651	 197.035
 3285	  0.1000	164.7012	 164.701	 197.095
 3286	  0.1000	164.7513	 164.751	 197.155
 3287	  0.1000	164.8012	 164.801	 197.215
 3288	  0.1000	164.8525	 164.852	 197.275
 3289	  0.1000	164.9012	 164.901	 197.335
 3290	  0.1000	164.9525	 164.952	 197.395
 3291	  0.1000	165.0025	 165.003	 197.455
 3292	  0.1000	165.0525	 165.052	 197.515
 3293	  0.1000	165.1025	 165.102	 197.575
 3294	  0.1000	165.1525	 165.152	 197.635
 3295	  0.1000	165.2038	 165.204	 197.695
 3296	  0.1000	165.2525	 165.253	 197.755
 3297	  0.1000	165.3037	 165.304	 197.815
 3298	  0.1000	165.3537	 165.354	 197.875
 3299	  0.1000	165.4037	 165.404	 197.935
 3300	  0.1000	165.4538	 165.454	 197.995
 3301	  0.1000	165.5038	 165.504	 198.055
 3302	  0.1000	165.5537	 165.554	 198.115
 3303	  0.1000	165.6037	 165.604	 198.175
 3304	  0.1000	165.6550	 165.655	 198.235
 3305	  0.1000	165.7050	 165.705	 198.295
 3306	  0.1000	165.7550	 165.755	 198.355
 3307	  0.1000	165.8050	 165.805	 198.415
 3308	  0.1000	165.8550	 165.855	 198.475
 3309	  0.1000	165.9050	 165.905	 198.535
 3310	  0.1000	165.9550	 165.955	 198.595
 3311	  0.1000	166.0062	 166.006	 198.655
 3312	  0.1000	166.0562	 166.056	 198.715
 3313	  0.1000	166.1075	 166.107	 198.775
